,C1_8.1.08_s1.CEL,C2_8.1.08_s1.CEL,C3_8.1.08_s1.CEL,E1_8.1.08_s1.CEL,E2_8.1.08_s1.CEL,E3_8.1.08_s1.CEL
CG9149,8.21147799040718,8.19301526699984,7.94228760836629,9.37694000242737,9.16946741239627,9.39017100022607
CG33970,8.54165665718427,8.40389757303808,8.89859385718486,6.82695892673748,7.79695634289669,7.67230119489586
CG5039,8.20123891895521,8.02886744769143,8.04210727403779,9.37742165592928,9.15457295629543,9.2551259121508
CG13063,11.2765041725739,11.2480490430908,11.7315937747383,9.85643583576909,10.5456889897026,10.3578399221296
Tb,10.7133900028567,10.543359368014,10.9223898633226,9.2284285620409,9.67927290048137,9.81881344878613
Calx,7.45869920957529,7.57682805291508,7.76153064490943,6.19110456617705,6.75190573938231,6.43416732519734
CG5804,9.61765123617763,9.40665626679412,9.87924757643183,8.55165089866291,8.6090873336083,8.33886061333549
CG7607,6.58778142351698,6.25626777887994,6.53496502414696,5.3931391854735,5.27176646085974,5.31894386241216
Cpr92F,9.4721050910767,9.30167701653629,9.76550422560758,7.88517386050995,8.83731353375779,8.46509415584394
CG11584,11.5713881060732,11.1922178250684,11.8510002602525,10.0071400469586,10.7465667833865,10.538345057519
CG14453,10.6677696893069,10.3097858870538,10.9188826297434,9.23480194346468,9.72281560448519,9.63490055835811
CG8369,7.49743180332654,7.27240540948223,7.69792935475177,8.4750049015411,8.40283680623104,8.88768918569552
CG10359,8.00447677350844,7.60081571466503,8.27117758855933,6.59992074650068,7.05821431270664,6.92674912580034
CG15212,12.0244213836948,11.7777554612941,12.3491233511652,10.5410355321031,11.2711490564698,11.0665776443473
CG13102,10.0636806615124,9.99369116986337,10.3856073489823,9.09261772223115,9.11908325643354,8.98444257570045
CG8199,8.31973458112916,8.54974683818208,8.29351725418061,9.5723980481869,9.40749448291125,9.40707715059162
slif,9.04426826675483,8.73968297278832,9.33475769671611,7.48773758160621,8.32736664201174,8.08922790650261
TwdlC,9.66567742322823,9.60531872265659,9.88055950199848,8.4355093865193,8.98051546688617,8.5370985909428
CG14327,10.0240248934025,9.93968901615644,10.4293694009404,8.51644816652495,9.42069891521803,9.27381197375538
CG5144,4.6996431641283,4.94601442929012,4.56507984649746,6.15088448321406,5.51616012921747,5.71214948029598
CG16790,7.23336888145343,7.44226228621903,6.9628626445034,8.32120472785823,8.24465630334615,8.20590234610215
Ugt86Dd,5.79622588838468,5.64708206170662,5.63865277424229,6.54569637473492,6.77316252511729,6.878492031148
CG6910,5.28218913297605,5.11491888249542,5.88636486716432,4.3673711435197,4.30189764912036,4.50236699629033
CG14752,10.7225841206365,10.6872408601148,11.1478290663335,9.59902210214811,9.92308056695987,9.94161208305103
CS-2,6.51155048196562,6.35077399929363,6.46728389228161,7.20975366212812,7.49365592790662,7.7087951225544
CG32485,8.98306457396983,8.95359279515456,9.04950005227663,7.9812459310133,8.00618478729054,7.91776286137513
CG13616,6.69791075151345,6.49521756005098,5.94594144585486,7.74270303807114,7.27537246431113,7.19143157977504
CG5568,8.27434678015163,8.16550214634213,7.90169517233007,9.29965775888399,8.90671167122252,9.20304313075313
tut,4.88254352263645,5.03506718443119,4.72218660966411,6.38353585085642,5.94142455936866,5.37697669354853
TpnC4,4.66680694616146,4.54696556212377,4.28658675022063,5.7041840211491,5.38947434288499,5.45950548183475
GstZ1,8.09760042304677,7.95509915120043,7.66781770033012,7.30975397699672,6.75055858221406,6.61101435947272
CG18547,6.9567995886307,6.7883722045775,6.90570813441504,7.93871257107617,7.87306630251486,7.88560212087101
CG11911,9.44861039362793,8.99713353516308,9.72394858051341,8.14135646863541,8.4175163415354,8.57448749541986
CG4080,8.80081836155048,8.88893451528605,8.96592806366771,7.50781152706842,8.08183706184639,8.03251122280828
spz5,8.98223850491549,8.93228327525321,9.2689396121705,7.90380060937768,8.12737264159172,8.14300589755161
Twdlbeta,11.4487748107209,11.4243917376149,11.8434521991899,10.2334339661446,10.7915020150009,10.6866614608753
