,C1_8-1-08_s1.CEL,C2_8-1-08_s1.CEL,C3_8-1-08_s1.CEL,E1_8-1-08_s1.CEL,E2_8-1-08_s1.CEL,E3_8-1-08_s1.CEL
1626606_at,7.82183095516629,7.91086682454648,7.74327511657845,8.48963705273152,8.04116208413304,8.1716450114827
1626607_at,10.5621604751876,10.5617523473256,10.6211757794867,10.4547338347675,10.4930651593873,10.5399114128981
1626608_at,3.96426095559069,3.86781494240879,3.901946091286,3.66714429036102,3.77149689045881,3.6431592600097
1626609_at,6.55957521012688,6.81474498608211,6.71495704507565,6.41258140726265,6.96606503580138,6.95278034935894
1626610_at,6.1850844653921,5.94876128370184,6.07457811447953,5.97947553322034,5.88799480210457,5.97982924610919
1626611_at,3.82311013998784,3.83381080993275,3.93582204329934,3.80873074078859,3.84768951767455,3.87723461709092
1626612_at,4.40269019688018,4.25463870361668,4.33582321965069,4.26997395510292,4.10216999962289,4.35190286018757
1626613_at,5.76767026642483,5.83099528649715,5.97656419288104,5.96804642655489,6.17227469045717,6.04076277838853
1626614_at,5.16253760739987,5.05530932299631,4.95703057122475,5.16698542799718,4.78652114464658,4.82174452553364
1626615_at,8.03024391192613,8.22229535977265,7.83372734265102,8.46519403682013,8.33771190004003,8.37991929674153
1626616_at,10.2390719199048,10.016831181772,10.6018459128061,9.68617605161133,10.3086015246579,10.2806977329771
1626617_at,10.0511965205643,10.100469748931,10.0961377724308,10.0538595206942,10.1501034728405,10.0121096610443
1626618_at,4.83583472778945,4.81853561869661,4.73676959636679,4.74457250676138,4.68694779364082,4.80583275761138
1626619_at,9.43208134890426,9.51426822711299,9.49580553197045,9.57448619856483,9.4462736717756,9.20931603846235
1626620_at,9.99521676297305,10.1346436102891,9.97051187193694,10.1376998647247,10.1395954231308,10.0466550410313
1626621_at,10.6839356224388,10.6002376593913,10.6601034927794,10.2889010873414,10.6958738460057,10.676312164804
1626622_at,4.13434324712466,4.13377919397796,4.11358085082309,4.46407402160301,4.21378829995641,4.35770662870526
1626623_at,5.83537351670162,5.86064913233729,5.94840099316163,6.31633200263357,6.22119550160122,6.11551713319599
1626624_s_at,9.37097967957171,9.26223295384899,9.45455350174294,9.05963914106318,8.91400395719424,8.76989426898423
1626625_at,3.77676855953086,3.55947822039672,3.64732857788235,3.98006429346476,3.9697067794096,3.98375536235774
1626626_at,4.72723155272718,4.74563166167593,4.69717993993819,5.04026876352018,4.82853198324906,4.61284853586232
1626627_at,6.0796652987598,6.07485910000263,6.10773030547049,5.73916013369547,6.23203375931019,6.327534363776
1626628_at,4.1647551079814,3.95463317844873,3.99248177836247,4.0305076263874,3.97601124666675,4.25187855885528
1626629_s_at,4.54614059951566,4.55794234244835,4.43757426185904,4.53509532023571,4.2781609523683,4.46885599286046
1626630_at,4.01789475633919,4.13311712765731,4.33681744559156,4.10658570218395,4.14696679739561,4.18048041737334
1626631_at,5.11673644467662,4.95829746482057,5.1511195198026,5.21018137372771,5.11173873015616,5.17883907710132
1626632_at,4.94903296203162,4.87817295627537,4.71734053761019,4.72138493827623,4.95105756503787,4.98192980359768
1626633_at,5.21637130164774,4.96469146210665,5.08243964820185,5.17331636873708,5.05445301537576,5.01517981080447
1626634_at,3.63359270688412,3.67144478664516,3.68754253478725,3.65143286057239,3.60940769528638,3.68702037679595
1626635_at,3.60247171976911,3.62244681131422,3.67276962420573,3.46524596899565,3.71135027022162,3.7883218119654
1626636_at,4.37198535417836,4.42947286848711,4.37540819482897,4.59733521395058,4.53987619556161,4.58364990445675
1626637_a_at,10.3928963388107,10.4140381426545,10.3946780100898,10.4921781754032,10.450228967067,10.436225208615
1626638_at,7.59184713487543,7.62938966433362,7.30211044171415,7.90665611620223,7.8083866269011,7.92034701567759
1626639_a_at,7.1984776708224,7.1836832996013,7.34979923503455,6.50222122676955,6.72983358977775,7.12711732446039
1626640_at,6.0465344051182,6.22812799542023,5.97135235140656,6.73004909904259,6.49363959822531,6.32073485472311
1626641_s_at,11.4003404627369,11.2729001841448,11.388251471358,11.5611085814342,11.4862177194173,11.6081095541735
1626642_at,8.24018483787574,8.1731670614463,8.20774789734966,8.31597280470873,8.37375996368609,8.46274814750929
1626643_at,4.06319585783306,3.82889997302433,4.03736015767763,3.8217389243296,3.64948748087003,3.62198848158959
1626644_at,5.45098270811226,5.5561444192037,5.0173341164564,5.66079100806433,5.77139825884713,6.00178419555631
1626645_at,10.5911216183899,10.3919406868854,10.65838006175,10.3803465937416,10.4455700891991,10.399354286511
1626646_s_at,10.1634212233553,10.1380274531093,10.0765274861638,10.1423895115199,10.1787929123372,10.1715490515021
1626647_at,10.957198544298,11.3041851273168,10.8315181065654,11.0891848285456,11.2174547734085,11.0497057736746
1626648_at,5.31832684942648,5.15573924415132,5.07900451934224,5.07946933883225,5.05906350672617,5.11386438471609
1626649_s_at,10.1190069512154,10.104908231614,9.84655992384577,10.1117724515742,10.0444499275988,10.0139462702326
1626650_at,9.16921551581383,9.1999373589502,9.04252226934499,9.28452927171351,9.31106254170513,9.1666846756768
1626651_at,4.24157663879371,3.91097095821104,4.33524518242823,4.2195373291624,3.99035630197212,4.03120400939313
1626652_at,9.02898304278619,9.36081275061922,8.99980611952058,9.25257108253426,9.2179177850557,9.03711500061927
1626653_a_at,8.94462983047106,8.97540542099232,8.88048956415482,8.60997183194943,8.89783949049746,8.94229057196694
1626654_a_at,11.4789191136512,11.591842338411,11.4747524361186,11.42881689874,11.5600783566901,11.4822363031514
1626655_at,5.05376059404481,5.42164786369471,4.78420300784149,5.69192661080302,5.8519181049075,4.89566551595263
1626656_at,4.43072103002296,4.27059873496345,4.6451467252273,4.52161661846144,4.61511193632033,4.61200949066117
1626657_a_at,7.93217612962666,8.09339727495206,7.93143369449136,8.38475735732858,8.19076409783812,8.27254409834464
1626658_at,4.16832005923918,4.08176834744785,4.12783398665279,4.18781047103064,4.17317620657619,4.09068743239829
1626659_at,9.46686847270116,9.55644055644296,9.25635108578016,10.0052500607272,9.87018633145646,9.99414472712685
1626660_at,8.61259709816183,8.31316831950118,8.76681294375641,8.09588661726017,8.29200257369375,8.05238667186345
1626661_at,3.97344687730076,4.10913168350971,3.9759662656754,4.12617950655124,4.06470956314227,3.75416356210445
1626662_at,3.93823035276412,4.00986235538545,3.94625785369701,3.92901038843639,3.99149128808765,3.99164122241312
1626663_s_at,12.4920243770417,12.5480742594982,12.4643631247188,12.4245224924359,12.626119849574,12.5423866963161
1626664_at,6.36942399431399,5.99528742007208,6.15616885726309,6.95243731966197,6.45488114880539,6.58194430325543
1626665_at,4.69360083034305,4.77986225493438,4.58517534270942,5.26590242765298,5.82318107037554,5.671704447806
1626666_s_at,8.66908429311689,8.58881025358001,8.6815673136692,8.72415413032685,8.66793250227399,8.63992539248916
1626667_at,10.0094266353866,9.88487254321559,10.0554610659015,9.56140253898866,9.8206909026271,9.56016095192641
1626668_at,3.75143717603981,3.97005242436067,3.81744543007763,3.94200703810793,3.97424088803407,3.64721791940726
1626669_at,3.62363923323135,3.50791109227791,3.58960517258474,3.43082494749451,3.50009749394253,3.51789045655615
1626670_at,6.15294307923547,6.29969022011399,5.74743341503805,6.49807420587959,6.48248241615175,6.53446866253536
1626671_at,3.21713718107721,3.22532800629463,3.28716575195485,3.50367322774244,3.21183610659748,3.30156764263167
1626672_at,5.57661415938009,5.7616082188768,5.70659075295295,5.50579138456288,5.62640740272113,5.71412603361597
1626673_s_at,11.4758992989083,11.659869924893,11.5132616838959,11.3862010619044,11.5743568189393,11.5785543060374
1626674_at,4.92254678929262,4.84055143547438,4.82915010594483,4.98859076938912,4.73703304992819,4.68668592466165
1626675_at,7.59359349624621,7.88004561019486,7.54413162466614,8.34370203860545,8.21693022257927,8.12334482863117
1626676_at,10.5103624953161,10.5737443662928,10.5496505190616,10.3576230444105,10.547256554204,10.3719042004737
1626677_s_at,3.57737846752584,3.55465802115258,3.60809271176374,3.59524786335045,3.60693890657363,3.39162325979313
1626678_at,4.17351843758939,4.24904973300564,4.40233991218225,4.50742968606786,4.37487545504722,4.3826180371618
1626679_at,9.94024467944101,9.91292949987486,9.91966839587292,9.92460574265312,9.88408769131083,10.0145805675905
1626680_at,8.25714553261144,8.3601527563287,8.25162233486738,8.69509449312957,8.65755082462486,8.4032133592239
1626681_s_at,4.86449194869641,4.54160878948331,4.95793853489839,4.95350776808013,4.75936308282549,4.7485305853969
1626682_s_at,10.6911937462346,10.9101523003576,10.7746685622249,10.3634512538,10.9415406000694,10.9144218755176
1626683_at,6.52206416603571,6.47513465591414,6.79691022943779,5.99078908612153,6.70915419174832,6.58437075935574
1626684_at,6.58778142351698,6.25626777887994,6.53496502414696,5.3931391854735,5.27176646085974,5.31894386241216
1626685_at,5.75653450931318,5.75596249703632,6.07095366210228,5.88411428298073,5.89600175453719,5.9502533669101
1626686_at,4.93706258239434,4.85396242088808,5.11265623735234,4.87277855724023,4.87837102402722,4.83701355028424
1626687_at,3.6746069790615,3.45557984526961,3.77408408870977,3.64303477031633,3.5189634509416,3.57761936684476
1626688_at,6.65392093457706,6.87377917283633,6.96558248669213,6.30736261351662,6.63461556689732,6.68973139150248
1626689_at,5.28296339565062,5.31005773764438,5.11792423716727,6.01251636396759,5.53407413997189,5.66011580455529
1626690_at,5.36225945057836,5.37057920182069,5.2412143646574,5.40660197928264,5.18295294534114,5.24311463828916
1626691_at,3.59702985106787,3.56719470444181,3.566082536998,3.49552996165472,3.56648571841246,3.63158003630637
1626692_at,8.11269118553268,7.94738834427078,8.45995027853741,7.9514100361897,8.01193224288339,8.0957309539955
1626693_at,13.9796586427342,13.9679741796174,14.0007961260562,13.9751722818422,13.9621712122425,14.0030257536372
1626694_at,6.29709222665565,6.53609146767795,6.37871083246924,5.16709265261061,6.2949145557797,5.98979512557736
1626695_at,7.57626408259362,7.83546954337644,7.78169635675891,7.44206033126202,7.55316767882993,7.829780821627
1626696_at,8.65465842934443,8.90525194836953,8.6042583868057,8.76906455120915,9.10717983772689,8.78120804187377
1626697_at,3.86382412619569,3.88533836736451,3.87346449483952,3.94189033028565,3.83990386228202,3.86327407995776
1626698_at,4.69460417361523,4.56448887501638,4.66758640934009,4.74928714613219,4.54429694145723,4.71494766931964
1626699_at,4.95641282619888,4.89037669629862,5.25893175572427,3.64835241921859,3.76234145882083,3.92725548897349
1626700_at,4.40268539274613,4.35479682896932,4.43072181823256,4.32384176612799,4.25211902849805,4.54358287641732
1626701_at,8.72996902687284,8.75741592098798,8.77941949980934,9.08533919919232,9.02626957391871,8.95765983423124
1626702_at,9.20556464676726,9.12220398593042,9.30843667394462,9.20848408071358,9.2876083426399,9.29124523667905
1626703_at,3.51443622136049,3.6442790484774,3.63743258961109,3.97607253333436,3.62438129586856,3.72293119371138
1626704_at,5.19141411576394,4.96618000214374,5.57251255279693,5.22749789408733,5.18084681214852,5.1141957927966
1626705_at,3.68696081803515,3.66087286313988,3.89291507295946,3.76530044903692,3.8058064044804,3.75193096296433
1626706_at,10.1267925989783,10.1752916893826,9.98901684303152,10.0783565962023,10.0564810352251,9.9078954409263
1626707_a_at,11.6448578781671,11.6766353741236,11.6146410623955,11.4982584054438,11.6716791590571,11.835850876293
1626708_at,10.0384845985267,10.104836641238,9.99810621596162,10.3480238691536,10.172858530727,10.5739764385452
1626709_at,4.9546562936583,5.22299998629313,5.21653118163527,5.41190490856172,5.35307159255665,5.46443672580282
1626710_at,9.01117650767918,9.2629955504097,9.07592884969695,9.1742736659289,9.33939198461947,9.18935470413909
1626711_at,4.52847905761376,4.45274052649434,4.57201406194708,4.59793914574003,4.37612203621307,4.37284741040193
1626712_at,4.69107918427155,4.53203991553992,4.34305900506517,4.48341649261951,4.36331023628593,4.50991421313832
1626713_at,4.22023881645053,3.98064071841249,3.90384105381269,4.12586935376994,4.21652532127028,3.99583326750415
1626714_s_at,5.15568404670487,4.99991487749882,5.22717383866409,5.19016189412001,5.02354241856409,5.10950344147496
1626715_at,6.1767745569328,5.93033487880769,6.24614041245474,5.89769852901081,6.09079657972722,6.08705899564885
1626716_at,3.89905230032575,4.06358864965429,3.80773167661422,3.80194764936907,3.70891959067891,3.75788565886672
1626717_at,7.90347501229855,7.95590329369306,7.81722060414621,7.36724890056291,7.32137174668187,7.16634664919324
1626718_at,8.25662880688665,8.15715711879379,8.52219172007177,7.66221986770667,7.92037353824503,7.89450588784636
1626719_a_at,11.0859065238266,11.2700590935821,11.0914034264299,10.890071099771,10.9816848358391,11.0169834890426
1626720_at,3.31657415108399,3.47174428429668,3.47102066495717,3.72489641165193,3.53604592156967,3.44250106118863
1626721_at,5.20101301495272,5.2158035727607,5.05522067144468,5.64694031408873,5.53899592317115,5.7512060632029
1626722_at,4.50077917246609,4.50106041051879,4.64269690792272,4.74413111241621,4.34006583592486,4.32448513251874
1626723_at,5.12986401881928,5.21398194469384,5.12605927013868,5.98420358375272,6.10487469396266,5.80997625745615
1626724_at,8.15613495403354,7.95522857606109,8.42643921674279,7.6660941256913,7.67896065986173,7.72477717569755
1626725_at,9.25059665873238,9.27493904676959,9.24563292007323,9.35161597806366,9.29540258227659,9.27570385812277
1626726_at,4.37934093202398,4.63247002160692,4.52110572395857,4.05124658192443,3.97840983630034,4.12109455350613
1626727_at,8.43198646807135,8.3186407041575,8.61225956647037,8.75983279128871,8.72233844251701,8.81040748086435
1626728_at,6.01338103625517,6.09343102203278,6.129365840636,6.27485658002052,6.11247135222606,6.04054650384546
1626729_at,8.93445546459541,8.90658828551946,8.82292399744294,9.03365435628965,9.02713927071711,8.83937464392679
1626730_s_at,10.8608682130454,11.1208086891592,11.0160590077682,11.3370228578835,11.1568072230057,11.1793808956168
1626731_at,10.5018757485995,10.458810468097,10.5483002494043,10.4817877011707,10.4050853276947,10.3793571414065
1626732_at,7.59385406970434,7.47099447054402,7.74571344380703,7.14504014668501,7.22320489476258,7.23558107861838
1626733_at,9.6097014424679,9.66409145032233,9.51942843513192,9.70240243973817,9.69246044092823,9.57038296705792
1626734_at,6.2114371756847,6.03503311115049,6.26168304675492,6.23175616237646,6.04541366250483,6.17526268966376
1626735_at,3.91196889703463,4.35153121175892,4.25918433077528,4.38837731129058,4.36712449619338,4.20053419087876
1626736_at,7.54359942859127,7.51573715063383,7.46901158552927,7.18673228565965,7.59567083292912,7.38316745499577
1626737_at,4.11120356104748,4.08077268320033,3.92217625558677,4.25993116671748,4.05858024649537,3.83287325747318
1626738_at,7.45331021759144,7.66633515834736,7.57023760066173,7.57952852637418,7.61568017360789,7.4613896127472
1626739_s_at,7.71627148873245,7.84072867553109,7.85699324157972,7.56455969078789,7.53833259273449,7.61004985580833
1626740_at,5.39982056493464,5.34849515447105,5.09679157558776,5.35236171370914,5.02804565662596,4.80456784888077
1626741_at,4.20247179728622,4.13476745852679,4.26185459260334,4.45844992184028,4.18310122827183,4.32034297127576
1626742_at,9.05387100150127,8.91120089281339,9.10926758948111,9.41001724340693,9.33884260630933,9.15528962978096
1626743_at,8.65483263099279,8.31005979155323,8.67109090936475,8.47843532734082,8.27533725204162,8.55529049953252
1626744_at,3.54728688330606,3.49260149510998,3.49096837670552,3.50506196307342,3.31517685506815,3.46827421222712
1626745_at,9.98943121188992,9.98500804511032,9.88805545362931,9.96609486685778,9.86999170925644,9.78949410250719
1626746_at,3.61275435913467,3.66359947424792,3.43737295720124,3.61130916493099,3.49599462156962,3.46680575222661
1626747_at,3.95909303734202,3.9089059190883,3.97300182134036,4.24997206240534,3.85719453739258,4.08212741274068
1626748_at,4.59195643163709,4.50199711498733,4.50751258118225,4.57558740012074,4.24923925247315,4.584612049673
1626749_a_at,11.2781215140331,11.1379169502931,11.2894694906269,10.8587604159004,11.1780803440376,11.2071641876235
1626750_at,7.39835616221121,7.13878018288607,7.47198059592608,7.09420475156264,7.13630199718621,7.07566671652219
1626751_at,9.92653096420374,9.91933982057406,9.90328116752275,9.82210268996434,9.92653111943423,9.90193888416964
1626752_at,9.11162134799278,9.20575373506314,8.99745612086496,9.34534223044274,9.23357903291105,9.30800308314642
1626753_at,6.2817037339515,6.45958960996488,6.35105129714888,6.54880888494671,6.43076239375302,6.39086850579123
1626754_at,4.39071247579816,4.43564530858442,4.53888517156857,4.49730671894815,4.48864166045307,4.54013231161767
1626755_at,10.1149380864408,10.3392610135785,10.0750556507207,10.4107238538314,10.3756494509906,10.3711252776214
1626756_a_at,8.9115100810268,8.8969324771637,8.86723194730382,8.19634958313571,8.67974085875838,8.36830947640702
1626757_at,3.93357700000127,3.93255214726612,3.91813635440191,3.91936144398729,3.80503007457943,4.02092546933592
1626758_at,4.03674608620147,3.9447722794733,4.1160986783403,4.05909038425623,3.95995950188307,3.88464290639891
1626759_at,8.10587808583682,7.99183412186214,8.34393802098787,8.01987568815317,8.20767672270076,8.2788255563629
1626760_at,7.00408521880827,6.93900900822276,7.19081289687425,7.41292050039761,7.18406895783789,7.21165908563544
1626761_at,3.11995825431009,3.25876008040383,3.2629148617909,3.06695392396323,3.03755309057615,3.16351694841807
1626762_s_at,10.2396707382224,10.1491097290796,10.2508902464062,10.2275015882759,10.0702682836905,10.0470886122535
1626763_a_at,10.5534542238432,10.5205686391585,10.5256112655012,10.6289453568765,10.547940041669,10.6631702057089
1626764_at,6.11253752874008,5.9660345747824,6.33747144831179,6.19219384509543,5.49819971858988,6.44344291955676
1626765_at,12.2222526733816,11.9581603413885,12.4063755274283,11.4176197885965,11.9750763325054,11.9164932480138
1626766_s_at,7.6321825388289,7.62758475156074,7.79517282519164,7.46164995154556,7.55356989915669,7.5423705319691
1626767_at,9.98471281716476,9.90566129331675,10.2213747816195,9.74957139657124,9.86504608833474,9.87453041979697
1626768_at,8.50945497463941,8.42600157233144,8.20389527563745,8.7125296328428,8.51198992729269,8.50051402006717
1626769_s_at,9.22713973484395,9.31256606806327,9.18221089973934,8.97003988802584,9.22405312615878,9.0004264176244
1626770_at,4.02560563969131,3.95447919298599,4.31849435379386,4.20278322537921,4.04152996457889,3.84841768051841
1626771_at,7.27710652846486,7.5896998227968,6.9961905912094,6.6504819132238,7.73430111931532,7.13165982827033
1626772_at,7.1398564175801,7.25409458799269,7.22869657204966,4.86917477670744,7.04200007395225,7.13560458761596
1626773_s_at,11.0460086498523,10.6271288848617,11.0814611704365,10.9907407513586,10.9712268880585,11.0122528712913
1626774_s_at,10.2903690971077,10.2928024043564,10.276064864301,10.1054899226015,10.4418435374423,10.2963343592989
1626775_at,4.93044714338979,4.84673073947014,5.0237108206039,4.83535995545028,4.95708518858119,4.99834261798113
1626776_at,3.8898475388286,3.67035442708099,4.01230788677678,3.87696202167012,3.82016216277679,3.72844958498853
1626777_at,3.41313656141071,3.34385406659772,3.5239685347403,3.44071592639836,3.38021866188305,3.43584409694465
1626778_at,3.83463635898953,3.65989628009809,3.93283359605474,3.86871881481382,3.69228938602532,3.96501945517393
1626779_at,7.57972059024492,7.36848634123146,7.49651633558898,7.43419588679923,7.21857536113792,7.43020141352441
1626780_s_at,6.77453952810736,7.05545806300106,6.44275366185104,7.46473865035566,7.05507396432718,7.01579075626298
1626781_at,7.85188354739941,7.96793332545762,7.84720131946946,8.18795865316536,7.95344526106835,7.76911775302143
1626782_at,11.593244465588,11.5432807829458,11.3139374807345,11.922357421851,11.5775871748773,11.4307667138988
1626783_at,6.27558073211174,5.79660844434887,6.32756927386421,5.62241985332122,5.95868738153773,6.03124739407551
1626784_at,4.11771928995565,4.10417219396667,4.26436754099675,4.07094265650176,4.01486330226809,4.1952210036832
1626785_at,11.3431343691371,11.2285196491834,11.3317121387441,11.337045615091,11.308358410826,11.3498592879941
1626786_at,7.17762685855073,7.25979467251939,6.91936759031091,7.40024058129124,7.50791136985992,7.07476794444268
1626787_s_at,11.8787504421721,11.9516159523036,11.8277174910414,11.9836485021877,11.9722322353457,12.0935037025981
1626788_a_at,8.88833090096824,9.14156352245441,8.78227163182791,9.33384841467663,9.18789026977183,9.06191170932402
1626789_at,8.3995166022084,8.29558083826417,8.76083132576247,8.15314457418062,8.4670625014155,8.36241371150141
1626790_s_at,8.3719168897275,8.48712340862775,8.38130012618969,8.23748561795762,8.61498293689694,8.49652341828505
1626791_at,4.04305953736767,4.28862789843908,4.16304997433159,4.05437458182608,4.22680662222299,4.0413180890685
1626792_at,5.23896852426275,5.47902779922395,5.02498612878331,4.48688663833475,5.18932961950361,5.39286118408985
1626793_at,10.0390615844373,10.0956155106936,10.4031415203801,9.17661891767555,9.5954348880323,9.86212555741725
1626794_at,3.0687042054932,3.10502874754271,3.16650218824583,3.0879893727176,3.15377841805312,3.19619219543367
1626795_at,3.80811246721373,3.76670217307719,3.70782925048708,3.73480751043246,3.64656794399752,3.77341036312204
1626796_at,3.47737641714365,3.44507523349194,3.46632310457285,3.66662850493124,3.39138776880654,3.45770859555361
1626797_a_at,4.43880555151745,4.46711510387952,4.52705339071991,4.31843316489997,4.54481894688342,4.49436891577657
1626798_a_at,9.91470621302725,9.90125647803986,9.69526286009532,10.080533431791,9.94171021515446,9.97787705598497
1626799_a_at,7.70776635929051,7.68083763716927,7.42427384523089,7.39013543669081,7.38047624342471,7.33233920435325
1626800_at,3.68191663124429,3.48628317626001,3.71343481838639,3.72407000380417,3.67270298105273,3.71090061238405
1626801_at,8.82749679738918,8.79069973944853,8.76533296659012,9.61787210910622,9.63594866270488,9.59277213632562
1626802_a_at,6.24450797187897,6.34798136509306,6.57672638865794,5.59407978683229,6.12049535791431,6.11574515707187
1626803_at,4.58106623762198,4.50097091230737,4.68537134637097,4.80397599816571,4.5779838966257,4.71877561434086
1626804_at,4.66230177644619,4.41581239848702,4.60403691989651,4.59200779626434,4.44732394445458,4.63872272103044
1626805_s_at,10.5832413259554,10.7642784313839,10.6306426182344,10.6236403435708,10.6386737858376,10.8186539290515
1626806_at,9.88605808835803,9.98724287172923,9.83379781325861,10.2452279394318,10.0511362455876,9.88993501205605
1626807_a_at,8.46888627567522,8.58336375660517,8.55842710285034,8.3827971800194,8.53383782413673,8.46340109185745
1626808_s_at,12.3061601776389,12.3356302811843,12.2350034397173,12.1072127751908,12.2797483164692,12.2591400350131
1626809_at,5.48254718830811,5.15745135855648,5.46592681208249,5.4210143990041,5.22400215060539,5.42037820735053
1626810_at,9.96247282103677,10.1345294068214,9.85904346931492,10.3272409012584,10.074985281801,9.99532863356379
1626811_at,10.5940604443879,10.6803347345379,10.4912451623388,11.0227152067259,10.8906372005192,10.8111460530168
1626812_at,8.09066570902644,7.94470522727351,8.31504185457038,7.59767143233914,7.79365384170523,7.99661887911817
1626813_at,11.207714085832,11.3036060065859,11.034759606388,11.4018314056281,11.157092511052,11.2800812778309
1626814_at,4.29990489513549,4.21250655499331,4.22070410643591,4.26344267820352,4.19334573201543,4.27541822611768
1626815_a_at,5.7074804766547,5.72638846325773,5.81365999455491,5.74498220100227,5.77039742775181,5.62064453076141
1626816_at,5.58004531105342,5.31707035841941,5.60735619309928,5.82973051589908,5.38546163914797,5.44645498510549
1626817_at,8.41019667439341,8.63510455557445,8.38079392157039,8.62533293043208,8.70587705316408,8.45019513532069
1626818_at,9.8650195447555,10.0418257647502,9.72809235751877,10.0662774345688,10.1245880747816,10.0969808279676
1626819_s_at,4.42863683921062,4.07843735269194,4.15023453559348,4.54064856315361,4.04578640162396,4.10041895981994
1626820_at,9.1261307987187,9.27053833664184,9.06828649195637,9.2481377001547,9.25719648278278,9.19259733719465
1626821_s_at,7.25625008418236,7.63017357177885,7.13876633470699,7.80098941115487,7.89753924787579,8.39550793074647
1626822_s_at,4.02509133154865,3.83711778783767,3.86285831862942,3.92706560962955,3.91302238929168,4.00254758193747
1626823_a_at,10.1309543455007,10.2365919854891,10.0890316511954,10.2091286240291,10.1660013461839,10.2805107422298
1626824_at,3.56334966822941,3.3241382358317,3.56972899776567,3.36017345220169,3.52337414408988,3.52128540405382
1626825_at,4.66973604829958,4.66626375559796,4.65359993169054,4.75067273773028,4.6318987087714,4.84217973985186
1626826_s_at,4.13870850448713,3.98341204470757,4.18020030464883,4.1759053172338,4.03075352476708,4.08062648977179
1626827_at,7.55415836613373,6.82616175256744,7.92718679087988,6.64144033137933,7.45652976428837,7.30920612938245
1626828_at,3.48829462570548,3.40296721381151,3.4319526406307,3.45410575154764,3.43718328348524,3.36104386299554
1626829_s_at,4.92478108729048,4.7452008997781,4.73676641831935,4.73495280761549,4.71651827248179,4.74354998765997
1626830_at,5.09158531802743,5.2083655180008,5.03863651192259,4.93884050361778,4.68679560974629,4.72343028788681
1626831_at,11.2112880161412,11.0339772834113,11.5114138142423,10.4768361513256,10.7069097603498,10.7958622260735
1626832_at,8.06534259865184,7.86231386725947,8.34071548028661,7.52589726909005,7.85493762737571,7.58661245288929
1626833_at,8.32412787156505,8.56306232911432,8.06576110830104,8.66868541002216,8.55987693147208,8.19713643321386
1626834_at,3.44054683989065,3.65027510495407,3.48574072812725,3.83860595984673,3.81831004124226,3.77866223398018
1626835_at,10.8707431188701,10.8642810244881,10.8837175597082,10.8559315969741,11.0029830557378,10.9693380905798
1626836_at,4.28528522899974,4.606843096164,4.6139398850367,4.40071639926646,4.44339334474138,4.57315116931562
1626837_a_at,7.26517117473796,7.10839620716529,7.71401736089842,5.68902182991673,6.98943737418301,6.83458659710426
1626838_at,4.17839979973769,4.18911901397497,4.27702207287149,4.27170455722208,4.19014435476528,4.19813058493185
1626839_s_at,10.4866416490471,10.8670577918013,10.4679908065054,10.5798716141431,10.7612045111482,10.5801999217121
1626840_a_at,9.85201125651952,9.98164826126441,9.87165085113417,10.0386341000778,9.94466516491416,9.9270395333125
1626841_s_at,9.99468930501009,10.0238211802597,9.98390504560202,10.0758660617504,10.1831636658357,10.2194520209791
1626842_a_at,7.32451390262409,7.15675506007957,7.292915861452,6.73739762304444,7.39082535785444,7.30577967642103
1626843_at,4.25985575168409,4.22686781411473,4.19251912220965,4.24497117493904,4.11729110716424,4.35159326084039
1626844_at,10.7845757155637,10.8331002796131,10.7420409142767,10.7972331301444,10.9419490498031,10.8031242612332
1626845_at,10.5968674410916,10.6764907350846,10.6172631691652,10.5635496942252,10.6139239986542,10.5617916246874
1626846_s_at,10.3202974456579,10.4252008253074,10.4400244056708,10.3113911828179,10.5414599271055,10.574455063873
1626847_at,4.65744124657166,4.56462292325641,4.50246056704631,4.63417750825395,4.42424153185924,4.5237352858779
1626848_at,3.99456001354226,3.92002384926087,4.17619379982216,3.96003492447051,3.91231818580609,3.85052926490737
1626849_at,4.8012955707013,4.43920385441679,4.59184356282001,4.98007202025627,4.63788113805736,4.66550088170402
1626850_s_at,7.46957944535561,7.82237390728828,7.29493534048485,7.82224072380907,7.8838918359043,7.32796375065743
1626851_at,7.76879456272147,7.52735830146714,7.4310189442603,6.28924736142028,5.56595872521641,5.75315771098875
1626852_at,2.99791605232548,3.0494713045431,2.9701664973086,3.04581065638517,3.02085720774715,2.99570354417335
1626853_a_at,4.12223177384283,4.11978010387413,4.10654963180673,4.28471208856161,4.16138838916145,4.24049686054115
1626854_at,3.47989166530998,3.60004383794182,3.27389366930432,3.46883650246258,3.33809845585314,3.33018808978487
1626855_at,4.55313476999441,4.60984476911623,4.58665467503815,4.84450561180291,4.64711913484251,4.7364421548746
1626856_at,8.79887146865215,8.73912941989114,8.93511612943254,8.97824712349693,8.98877784006115,9.0250284667429
1626857_at,9.49634081074714,9.77283803974524,9.22283284525534,9.93354554117396,9.53646860525244,9.28096719265599
1626858_a_at,4.17626403119087,4.34226773756061,4.43328600845591,4.53703831352668,4.03935275380768,4.34513602649177
1626859_at,4.40857991889063,4.32323266175361,4.44363080762195,4.56079812016765,4.52907043273388,4.41647174036088
1626860_at,4.55871167625792,4.56487279229467,4.68381188262248,4.55878361266993,4.51878823764566,4.65611119548243
1626861_at,4.27775973626383,4.31280060258321,4.35713959826426,4.40180119353579,4.17474986678156,4.14841404354634
