,C1_8.1.08_s1.CEL,C2_8.1.08_s1.CEL,C3_8.1.08_s1.CEL,E1_8.1.08_s1.CEL,E2_8.1.08_s1.CEL,E3_8.1.08_s1.CEL
CG14877,5.60973793803871,5.58447387245159,5.7188146205535,5.50250278664379,5.42713926215068,5.49028116107747
CG14879,7.02155281922202,6.93159426457813,7.24889209882561,6.43899255115861,6.92514510665965,7.2387756324401
CG14880,7.26396514657971,7.20345652894047,7.52489568027057,6.50783500970734,6.85268463081427,6.44345948527596
CG14881,7.39567422215578,7.38989007060087,7.1292568883038,8.05284073461268,7.47719441786561,7.40703998240286
CG14882,7.25750611851752,7.17147187027893,7.33705955556535,7.02662240078475,7.16950244168186,7.02042721241746
CG14883,9.48978052365154,9.43375508752035,9.36718940306415,9.45246296565213,9.53821298323272,9.45393152993968
CG14891,4.29453145380608,4.12105485243189,4.31159165534044,3.98535960167195,4.13025320406242,4.07777598740568
CG14892,5.82821284777645,5.86702196994764,5.81077964251118,6.08136786783974,5.71561286838944,5.77561445424119
CG14893,3.48766255914861,3.43189188123801,3.43890218315719,3.56742341441781,3.3358389730179,3.47911288901295
CG14894,9.03535441023024,9.03466870892994,8.78207134936578,9.38820948118258,8.99049914117294,9.05333054366457
CG14903,9.49562235011224,9.4698336826019,9.28492710552066,9.7906613908949,9.33133369386822,9.29169166671127
CG14905,5.91513443585424,5.76680904018539,5.70383612456974,6.1372130135346,6.03125548922803,5.69000100246102
CG14906,7.68261773814405,7.67183512345732,7.64201050793181,7.82623168134332,7.81952193526128,7.79389762897594
CG14913,4.71045678271554,4.59406263029057,4.69109836673998,4.99927651717118,4.70372662585898,4.88169543575647
CG14915,8.55459764657851,9.55564274437002,8.06297959074502,9.84636430574721,9.81168698468271,6.83187522231273
CG1492,7.52003292231276,7.84599003228047,7.52634626792678,7.96546846344848,8.08311474901746,7.8228774490804
CG14921,6.14246436823086,6.2501606044032,5.8606399386914,6.35566504410201,6.32738567128353,6.13109735103185
CG14926,4.2148790720045,4.36283472404197,4.65058582751855,4.52991526788839,4.47367246972784,4.44710972785917
CG14929,3.40975070499177,3.25233542791792,3.3034245753793,3.52579204334995,3.30432021744228,3.4081026375846
CG14930,3.96693819840425,3.87190929941341,3.87576281404885,3.85031000153481,3.7864507710975,4.00708441412765
CG14931,4.98192769459208,4.73174839054492,4.77187412874028,4.90530044512081,4.65684451803603,4.7479229246985
CG14932,5.69040505138372,5.64183311035393,5.70432173159843,5.7948794824955,5.67567642033056,5.42466327026611
CG14933,8.29302349807666,8.22762016386592,8.53062169366737,8.02563450957617,8.16605361894014,8.40483169398282
CG14937,7.83350772101477,8.36180368441857,7.63298842690064,8.39791741010836,8.59315133893689,7.87925097664838
CG1494,4.20264894763966,4.28706831090195,4.22857479482738,4.22053117754573,4.23228511805089,4.23370583654261
CG14945,8.31026317547812,8.10463164354232,8.20436566718132,8.30698936162383,8.18756639542266,7.99680378199885
CG14947,5.46725136385131,5.45787344920997,5.21220045450787,5.77587218004618,5.45556558933378,5.51214377986423
CG14949,6.52245828743492,6.17150992390477,6.84951630479235,5.37859105270088,6.25425820458367,6.02999879537432
CG14957,4.52513118912928,4.22851486347799,4.57038744373897,4.4631827257581,4.21994217497824,4.32135365196896
CG14958,5.95770573136723,5.88058553205559,6.10936694261807,6.02913827176399,6.02016517483564,5.94026487589515
CG14960,9.00925644990179,9.34318366477715,8.39894784496114,9.66482748870968,9.16542870447549,9.28436413331567
CG14961,4.95480354079228,4.79243130051641,5.06268906590658,4.98084708317093,4.83975901620629,4.96125168119086
CG14963,4.6465978126756,4.59169012592768,4.77871295299549,4.79648831134628,4.75817956376123,4.8126991090389
CG14964,5.78555889112777,5.76630338807212,5.67944514937146,5.52305115162244,5.63269494410182,5.74405030063837
CG14965,7.7664652900691,7.86362580551457,7.47399929523823,7.94769170665585,7.60055830120806,7.68083912807012
CG14966,9.15727605700883,9.4191141190366,9.03282833632133,10.0357048697867,9.7292380327446,9.20663401027297
CG14967,10.0896021942118,10.1634470422556,9.86709477903233,10.127429932458,10.0630200465093,9.99668854968606
CG14968,10.2555322792217,10.1920132505844,10.3761995446524,10.3303774694621,10.2369601858605,10.370189458596
CG14969,8.24921710340383,8.30064683920046,8.16983650673918,8.61471621829594,8.39100384929617,8.28974023510788
CG14971,9.79044478386023,9.71456319294782,9.74322130282536,9.76310431357802,9.77686512671852,9.74512573947861
CG14974,3.69475500860066,3.81679111298316,3.85462540388621,3.93688470559896,3.77789831477631,3.90146498097896
CG14977,9.70591480629013,9.66645019298446,9.59418856098355,10.3870639782698,10.0629261123766,9.71398698561875
CG14982,4.68816757756024,4.58995413113074,4.92359536772864,4.33713698106608,4.54266290000477,4.6149779627646
CG14983,4.56872442517735,4.64369081578409,4.67854505938681,4.55515882586815,4.49846269818101,4.7961834941385
CG14984,5.60075231303859,5.145120119551,5.64603737937058,5.45681298063137,5.58141935061411,5.30676804169726
CG14985,6.05446870341713,5.77850658291268,5.61498655529861,6.16067541216359,6.19008167408869,5.99182711849656
CG14989,10.3819857412142,10.4438375465865,10.4425340679097,9.85853421641786,10.2242723919641,9.85949983298574
CG14990,5.1002526277953,5.14158654038132,5.29366932930654,5.94351530268751,5.86729762234183,5.91356688437436
CG14995,10.6868914541014,10.6953964854981,10.5740892809768,10.5170492809213,10.7588837223434,10.63061295077
CG14997,8.25638797745807,8.23079578700824,8.31129246674974,8.12710864795573,7.77597222881367,8.04126756377897
CG15005,8.12026214139845,8.20266251070206,7.87263827310684,7.5897066353484,7.27977033803922,7.52630295541837
CG15011,8.31502616402624,8.28671336228805,8.39673205359137,7.90191276874312,7.88668225413391,7.9559054903618
CG15012,11.2073434721044,11.1224232051842,11.1782780852464,11.423861328617,11.2282460645424,11.4248097387545
CG15014,8.57676487814935,8.70715334807477,8.55080008261035,8.96859873949576,8.86454641704492,8.74662680911493
CG15019,11.2825887103175,11.3709796963018,11.1275241854988,11.2767384318828,11.2637553860562,11.0672713301994
CG15020,6.20657229804986,6.25881193790657,6.51914051913628,5.3562760906538,5.75413715165992,5.78971875455304
CG15021,9.35855218949959,8.8405228568635,9.65699895425557,8.17815413890761,8.94737432802055,8.9883772150509
CG15022,11.957626048094,11.9044662377413,12.1688958718552,11.1688163030854,11.3774115958109,11.413422342993
CG15023,7.71683691666262,7.95210558352026,8.2450464764152,8.21580190099998,8.69777848639053,8.58251464433932
CG15025,4.29645454608177,4.32655783655676,4.28338846581233,4.23062555653355,4.16425019365674,4.00130224334232
CG15027,8.9848133737449,9.03191034595093,8.95707309655597,9.38603290465896,9.11025206271419,9.03109822503
CG1503,6.41573156286913,6.44442649786637,6.16666384724601,6.90664177420182,6.36876562854104,6.38372168741699
CG15034,3.66826680437474,3.62293523858152,3.93162246861086,3.69044099204039,3.83564915382767,3.81767710421558
CG15035,3.18459824415363,3.41418713260777,3.32597600921987,3.52708240459687,3.30729741640412,3.4502103198943
CG15036,3.60565227187521,3.46261962066121,3.48356450438959,3.46721611987729,3.4942420095505,3.45088779861647
CG1504,3.92357246589816,3.9015001296158,3.95222423892598,3.8800372627898,3.73991692063414,3.95867072951132
CG15040,2.9374872849775,2.95233345903491,3.02747487269303,3.09032943514501,3.00700348860648,3.16339869584798
CG15042,3.79993954757527,3.91288255454729,3.77470623933894,4.11267825359479,3.67655597604884,3.84400366462725
CG15043,6.01162423224945,5.90791294187601,6.24087768745076,6.0084552779147,6.08531457741979,6.25244172956643
CG15044,6.03291253941679,6.09796184453241,6.12868791650967,5.84907825473171,5.94017136406642,5.77548164411804
CG15046,5.76254814255235,5.73739256628011,5.87495108980487,5.75545264572108,5.7992948323907,5.84983294452439
CG15047,5.57183507723146,5.63012832287726,5.4765726376923,6.12018111042833,6.00436392765982,6.0210852630148
CG15056,4.17167582245462,4.20827614734876,3.99420915451879,4.09166584284661,3.83800338021459,4.12589002963307
CG15059,4.28116267228484,4.03118643765884,4.33219189313535,4.43954058364845,4.38638829487522,4.52686899853302
CG15065,8.00182268751598,7.53910053118246,8.39489525680669,6.99605445232416,7.56455151865843,7.60123542253169
CG15067,5.82569470574893,5.96550350479008,5.76650776301179,5.31687956637152,5.11706471404884,5.16461663793839
CG15068,4.47885817629076,3.53409472545091,4.25552923743736,3.88658006586116,3.50388805430448,3.4941429912691
CG15071,5.10762666735542,5.30835729750473,5.28218795074835,5.1452558854914,5.29320538856387,5.37684829852789
CG15073,8.08065515788578,8.06230117720838,8.11595943014794,8.51527727777316,8.28536227963344,8.26731330569634
CG15080,9.29214153097341,9.47084944044573,9.06557641723732,9.25311205831191,9.19434570931457,9.24065049578979
CG15082,4.91728405208424,4.67970066243434,4.93245745800609,4.87731181821173,4.85240601620981,4.94082623670298
CG15083,10.6032021553111,10.5152238968894,10.5281731146835,10.6635378109044,10.3662117558329,10.3741659670188
CG15084,8.46819299199536,8.49024828027589,8.34304943746308,8.89202035272968,8.48080529539907,8.48753054577649
CG15093,9.27679749248993,8.89790627404808,9.66101301929323,8.57854623325539,8.68245837431168,8.92991443665101
CG15096,7.79141304174675,7.68880639318332,8.10992697284143,7.73798441017736,7.76886489129508,8.02281149578072
CG15097,8.15887445457791,8.30731689355161,8.21830186522392,8.17511290429978,8.2350689827476,8.00187567131439
CG15098,10.3283952646735,10.1830218492785,10.2660405380451,10.451214804679,10.1182338601451,10.403478243457
CG15099,8.04162955423773,8.29683259499946,8.08701280999612,8.07799049471914,8.14510510368391,8.07286390759506
CG15107,9.75798689291192,9.8745152730789,9.75079474916319,10.1106174842245,9.8479951794711,9.61350703442383
CG15109,3.71956895656334,3.49211945370463,3.67144670042147,3.5238453134345,3.68616897214961,3.55133055444697
CG15111,10.2410561518177,10.1812452357778,10.1957392713423,10.2856593125197,10.3261644147881,10.193687360717
CG15115,3.78767579024729,3.7118245291348,3.81222418147131,3.89747976417044,3.73452535245635,3.732300474497
CG15116,5.59855455632605,5.66298951214983,5.70028441832262,5.78558637835826,5.40519058225535,5.52103933758635
CG15117,8.98606975661971,9.09488854736927,8.97622058985394,9.13797822468249,9.04376026511103,9.20485540481305
CG15118,9.78752325643801,9.7526616658431,9.77532219547761,9.86768644553922,9.91180427832581,9.80707697732307
CG15120,5.90002082764942,5.69387326597443,5.75113233629396,5.82860120467666,5.97503035280569,5.86646663946874
CG15124,4.11319261076516,4.04866994905552,3.91573331137883,4.20297395302237,4.19726304677212,4.0814263861487
CG15125,3.93187681096001,3.98231090739317,3.79884759233763,3.99701613523095,3.97077571970613,3.78235940840509
CG15127,7.33147912600377,7.21654290758446,7.36250508722746,7.18796108162117,7.17410692619546,7.19569514889682
CG15128,5.83793315198486,5.8082323003946,5.62700949774766,5.2387038442104,5.18033058312103,4.75771445930124
CG1513,8.7777348100095,9.04135804085665,8.79376005910816,8.35283995228269,8.93935719868124,8.99435567184863
CG15130,6.03410493621743,5.77572411076562,6.04361359248556,5.86615549389773,5.66541510995628,5.53584404184654
CG15136,5.17902329070363,4.9490627380299,5.06925047923294,4.85519421805935,5.05295975633144,5.00886851870242
CG15140,3.61535608898655,3.68323576351086,3.61310449928783,3.76361938815229,3.67560207765924,3.63046017562699
CG15141,10.838288659457,10.9326256616637,10.6972917407007,11.0203061326845,10.9080714617281,10.9007451980205
CG15142,4.95081142174644,5.17885581292915,5.0341216076019,5.01108298426159,5.06180765670448,5.07283632900322
CG15143,5.11633188267564,5.0764196790617,5.27828451000285,5.08219454846836,5.1708975248484,5.1705154193775
CG15144,3.49077726611207,3.33368432489438,3.27628914746058,3.59718890583058,3.22295267677109,3.4352858736471
CG15145,3.90132882948356,3.74247942927164,3.81319313643369,3.87001527160873,3.70997642316955,3.83618976348073
CG15147,5.39735629544854,5.1103245809981,5.37007717679173,5.23696478366987,5.14299719645853,5.3015381280476
CG15152,9.13941682964284,8.93833422703594,9.45865987803974,8.65273770513765,8.69732221021473,9.22190615637852
CG15153,6.34733404022335,6.05901343886907,6.34198975881857,5.67135558365906,5.9663959889496,5.83246096011953
CG15155,3.85746439017004,3.81730213631312,3.8619387532719,3.80407473225513,3.985058363761,3.99440875121718
CG15160,7.98875482439159,8.08214985880642,7.99516042544231,7.97511777386373,8.26863938458892,7.99167304889617
CG15161,5.81358630696102,5.65680636514382,5.76501022088468,6.14352677596488,6.16221370285671,5.9900803080955
CG15167,4.79698610278804,4.5851338751594,4.97263765734299,4.73693482518103,4.66531127762103,5.11981485260896
CG15168,10.3800556237289,10.3038539399522,10.2923790481291,10.6961346666664,10.3465824695205,10.3282660324326
CG15169,4.65008285795425,4.5408002869717,4.58561569758855,4.89523820708268,4.82231456770934,4.84195641244129
CG15170,4.23142346611792,4.07239502336295,4.13149729387718,4.25823393928578,4.19047684221078,4.30193727126201
CG15172,3.9313434917069,3.90704751830179,4.2305333402089,3.92504218976344,3.92504218976344,3.76460161011489
CG15177,3.71562547339134,3.59737465249762,3.7047265929591,3.7934762584299,3.62551484117175,3.60557702395581
CG15185,3.83402198631092,3.60610108388477,3.79660142896255,4.02314181607306,3.73338552940353,3.78155999387995
CG15186,7.34026383848863,7.34274182856039,7.33388901427734,7.13576092291093,7.28710029191113,7.17306072040629
CG15196,3.77602039077916,3.52695298675175,3.7956896953559,3.71917626654474,3.60511505064358,3.59609108578506
CG15198,6.54045717315771,6.47704867981493,6.53819947715488,6.25506741042569,6.21802888207661,6.32520313809882
CG15199,6.70622907712739,6.71433356411286,7.01437662285484,6.55378331887528,6.57983100224694,6.69693173519166
CG15200,4.39794314185513,4.44276794317124,3.96350970519957,4.36016797874199,4.2660865255374,4.39794459629777
CG15201,5.22612316434169,5.30586250453064,5.69528558362169,5.31457280188076,5.06910501010473,5.2360007159871
CG15202,7.41367233889585,7.5076645168737,7.45171200112236,7.87659820994913,8.15733412183218,7.75123523298571
CG15203,6.27110324678565,6.02025219025542,6.48927906005533,5.94464106203718,5.9483758131041,5.87279815508743
CG15208,3.78309317245778,3.84763220939502,3.78327450621749,3.76274729071804,3.62582209932914,3.62904164530298
CG15209,9.47189103400768,9.37521764388904,9.59935252337025,9.54554691472185,9.59473525558439,9.59301468688187
CG15210,7.60887139432516,7.38577279729904,7.63874448128085,7.28751325316715,7.30929918658632,7.38502945738579
CG15211,9.91920134678398,9.79865115078687,9.92579095358139,9.7371550918079,9.77797189588988,9.76013520473279
CG15212,12.0244213836948,11.7777554612941,12.3491233511652,10.5410355321031,11.2711490564698,11.0665776443473
CG15213,10.1082991170824,9.82052004187081,10.5574548011727,8.9658030742291,9.48418132783197,9.48357858124247
CG15219,4.09644972878252,4.12817877855574,4.36161671830471,4.25409325611025,4.48220818638325,4.33653645943969
CG15221,4.97515434818528,4.91979950166602,5.3266287898986,4.93599128335561,5.02897626977274,5.11783422738801
CG15225,4.04120812513813,3.97033585262659,4.09800845211372,4.06340382928833,3.83624462187378,3.88138267483613
CG15227,3.94306910890127,3.96882779511478,3.78155578007677,4.26947690499072,3.75134531216158,3.90901442616156
CG1523,9.53055893104135,9.62245367140623,9.46251238527867,9.778396597139,9.53257072610814,9.38763098189706
CG15233,3.76141886852728,3.68472175224951,3.75090248356907,3.86914964635212,3.6462100786915,3.89237944254726
CG15236,5.54286453593282,5.53931270115645,5.53951699158839,5.36462276169367,5.6397443574118,5.61795635342388
CG15237,9.42626890776077,9.53244862967599,9.33062491359997,9.92058843665371,9.56099134011076,9.50536420635956
CG15239,10.0660135975905,10.263305869863,9.6703019097341,10.2881606024833,9.97805930101927,10.3563478109637
CG15247,6.30090055299169,6.24539897803438,6.1649035535482,6.08969753697491,5.98188327141164,6.02708159109906
CG15249,7.30572454921606,7.31654589623799,7.65176377870364,5.63700342158873,6.74383754423228,6.73139368492672
CG15252,5.43213965542495,5.74001575720082,5.41839420485471,5.38597075034579,5.39022832883116,5.42624002898878
CG15253,4.53461981633582,4.09127941006353,4.33704164417213,4.17217217572042,4.05058262013116,4.13788988950555
CG15254,5.50545048407987,5.28360178579958,5.68546306251397,5.10167009715476,5.0775011538263,4.8383642633751
CG15255,4.98861659265996,5.0542187051707,5.30573683275007,5.11868496609103,5.24926530021536,4.86236763375686
CG15258,3.67815148320487,3.86697435822409,3.73983027725716,3.7086337169479,3.55357207708777,3.61574618190964
CG15260,3.77910067461331,3.68337761082583,3.48824786547683,3.81977903833979,3.81299006490049,3.66827739337614
CG15262,4.90358442557078,4.76683719553255,4.6745352740527,4.72188392997969,4.5002184917604,4.64506897793295
CG15263,4.22151330114448,4.05968400178831,4.20871646046644,4.21843644788677,3.98840159220276,3.97451313681928
CG15269,4.67089659671436,4.69296430924638,4.61619391309646,4.93714902609829,4.82031285609363,4.72285953333071
CG15270,5.93134874801996,5.8137446728746,5.89657095055444,5.88520392232222,5.88639596459011,5.90109608683233
CG15278,3.72131518411233,3.50399207962073,3.82421402817133,3.57399168637355,3.59518067541129,3.61433975909056
CG15279,7.30225783801049,7.22227294217025,7.48752206108065,6.53690353968373,6.65316735123015,6.85994969622996
CG15282,11.840164796303,11.7271354735857,11.8199966210203,12.0093565711878,11.7449406718027,11.9540491571813
CG15283,3.77634782720593,3.81258772657993,3.74278186624988,3.71252655268791,3.51991988303753,3.67436665161101
CG15286,4.15971335903911,3.90811877323865,3.90550833977142,4.20776421380214,3.99687618094333,4.01953277523682
CG1529,7.854217019944,7.90057015579672,7.77282074173805,8.02147836734536,8.28389729964357,7.99685252667217
CG15293,4.38824723366587,3.86832031251803,4.13172314696366,4.28535769381495,4.09441210313608,4.12867835832107
CG15296,4.14091362011842,3.93608946333581,3.80796280149471,3.79509271953393,3.7521414372718,3.53033434483616
CG15306,4.38643578317856,4.36000208815822,4.28147110155043,4.4849534492586,4.32357750598796,4.28339796301685
CG15308,7.94527505147499,7.57992551839835,7.98908977046569,7.7254073618929,7.6870403258713,7.93607324596687
CG15309,9.0503703282082,9.01160640695828,9.04570030942396,9.30025604784981,9.03867017293961,9.12206199088632
CG15312,7.49522746413911,7.45227468996961,7.366549625255,8.13318985885119,7.43421185552421,7.64503280623938
CG15317,7.96324804998369,8.07268191301629,8.07728176469124,8.31276682406264,8.20279059476062,8.27455061353703
CG1532,9.50779980044839,9.44862333914106,9.53592456074415,9.51078383906797,9.32200775237057,9.4363498162524
CG15322,5.39259728417562,5.35905855851586,5.27398301403934,5.43744078691093,5.26188974601714,5.23673560452135
CG15330,4.15856475128968,4.17862302257585,4.07803936435512,4.17586693259748,4.03653234487789,4.16936301433417
CG15332,4.2072812956522,4.1840006751193,4.13104554774999,4.12139035442031,4.19655927667388,4.20968429287064
CG15333,4.06563259909075,3.9760019516623,4.08553126836779,4.18017029568895,4.06668684591306,4.12844374143626
CG15336,4.85385182677418,4.75562352727072,4.76924334867332,4.73107944676742,4.72630238155785,4.73574190996881
CG15337,4.29664814887971,4.01147025873161,4.09112045638313,4.25410915677325,3.92175549553392,4.12147451466854
CG15343,6.32393038749626,6.32794627190671,6.29906384608372,6.38171342942401,6.28507772602773,6.3711913106179
CG15347,11.0020507782144,10.9696209007488,11.0141859837216,10.9794860836198,10.9169579896662,10.9331925003648
CG15353,7.14062798772023,6.64659455298563,7.09802720680579,6.72846794032573,6.71344189560533,6.50417545825829
CG15356,6.66538342015379,6.73534718743321,6.79944337711093,6.02658937656943,6.6284986352462,6.54903018982812
CG15357,4.25559655312355,4.00208569589325,4.11035552462156,4.01486083672483,3.90932244662694,4.24711389984168
CG15358,5.61570942624004,5.6745034401322,5.35919945313184,5.27514873309668,5.03219010448741,5.08251551618232
CG15362,7.85435752858087,7.57644221660881,7.70628974943689,7.96157816184784,7.93049165348472,8.18224521733726
CG15365,6.58975847314191,6.53798331266967,6.47878420186587,6.34154646256347,6.54795475743858,6.78888041159098
CG15368,4.62237129823753,4.86824840286189,4.71750063087772,4.79765127228185,4.61045554513146,4.62923387384294
CG15369,9.30497175392512,8.76980712080065,9.73109045730667,7.56805687355724,7.62565482207575,7.72397371169104
CG1537,4.62954144058962,4.55416878344825,5.01150070491143,4.62602302074075,4.72165638462839,4.74088458139052
CG15370,7.62484492699115,7.78097555006777,7.22442338969227,8.1344926972373,7.54748994764638,7.90896592403153
CG15373,4.79082939998975,4.48968158549474,4.63906640457544,4.88626195267039,4.75666344007853,4.56572104266359
CG15375,3.91851969858645,3.86797480168327,3.9709613353751,3.99712234152825,3.83287339403665,3.95627660275068
CG15382,8.9169562951372,9.81836058089586,8.69785919375788,9.72901933493905,9.89104898779603,8.55736714905304
CG15385,4.07279098535942,4.34260788523259,4.13032861461453,4.11741430530219,4.05938674877013,3.79448068287056
CG15386,9.59935484803812,9.46389599479174,9.58219187049497,9.66975429491339,9.56948782888962,9.5590049285039
CG15387,6.16928764961085,6.15067416781133,6.09056129619611,5.95513531305348,6.15083000601339,6.1190495253259
CG15390,7.07510414331173,7.24010595852702,7.0292259753421,7.45471803914744,7.2371493078951,7.07406102056618
CG15394,4.55274795764911,3.92806372788077,4.27786033493999,4.27953753946717,3.87755247237611,4.48615661113655
CG15395,3.73937784872471,3.75540796767436,3.89587883977711,3.76945699728948,3.8588874521822,3.78203217290807
CG15398,4.07104389249189,3.81533906773109,3.92417015776121,4.05935923717055,3.8970948896788,4.07151245416483
CG15399,4.73432458258523,4.87304348646018,4.97418443715174,4.98072624054489,4.82601230598589,5.04400799112857
CG15403,4.28519336046814,4.43510450596651,4.42490922866237,4.14270712020122,4.24434115387267,4.30249345388577
CG15404,5.00753444631787,4.94029636920907,4.92282480208224,4.97790367939821,4.84101527399285,4.94878073855528
CG15406,4.87528915482357,4.85100924335009,5.35477637498713,4.92027569752526,4.70890051189965,5.11696445276496
CG15408,4.94188174373761,4.73557570551885,5.00706502404038,4.88342945485404,4.90545538054336,4.99953229968393
CG15412,4.17746789437214,4.26913222870767,4.11188159044209,4.53487598264106,4.09081691085505,4.34352113260648
CG15414,5.36929569177027,5.31451134498069,5.43577701417426,4.92067683094587,5.03637199216349,4.8558548795821
CG15418,3.97313195534083,3.8908552345124,3.87395886480422,4.01242337175802,3.93076516265459,3.99909201651097
CG1542,9.99850357482693,10.1228029700178,9.90125784852637,10.0587246569065,9.95501453861649,9.85780081818074
CG15422,9.29809855262534,9.15782640040399,9.51179864253743,8.81729294499977,8.89357032173549,9.06809991543796
CG15423,7.8685955396872,7.4709276342059,8.14195765279748,7.65544571954228,7.66630364678618,7.83612623560058
CG15425,3.92687908319207,3.96361619037453,3.95678976286396,3.91534827958197,3.83311150500598,3.6684922946784
CG15429,4.37604569905673,4.62383988649349,4.681017238812,4.79409907197921,4.61542556000364,4.77146082479936
CG15431,5.02541486274927,5.00992501852692,5.12559844357089,4.91282767289507,4.83358132789823,4.94589108577262
CG15432,9.44425411925953,9.43437461546357,9.27238179520873,9.77379169884429,9.42750287594485,9.25634953089168
CG15435,8.2666894704829,8.44196779006649,8.18256326771746,8.74145239939099,8.70298660877138,8.39756385286751
CG15436,8.14095547340688,8.194636514866,8.05695119186962,8.49202317286141,8.23102152714937,8.15327736646155
CG15439,8.68839558788935,8.709026377207,8.66203369306644,8.83609073775829,8.69259190589227,8.66409790079158
CG1544,6.90057520941665,6.77315482702254,7.10439530824988,6.61288613790003,6.73020070004838,6.78705085004659
CG15440,9.35266922967806,9.53977964759586,9.24791613639455,9.66933683674034,9.63426322120958,9.48915269189284
CG15443,9.2239438461103,9.2364533505587,9.12713195796028,9.3016836414729,9.14344252267782,9.0741231628437
CG15445,8.79522681496893,8.82713109754955,8.84160092415742,8.94672457810355,8.82228196211584,9.00315473927023
CG15446,4.32690905322772,4.23608504149771,4.35510568593028,4.42460266708425,4.25683049730662,4.39356228747879
CG15449,4.48890660203033,4.52913742162881,4.53742788737928,4.56448417979741,4.56883609360838,4.74251005494344
CG1545,4.90770006969256,4.6850129943128,4.82823103409228,4.91055366571003,4.79765341690381,4.60278815293519
CG15450,3.82333272858027,3.88735798430988,4.01025590588067,3.89736512709935,3.76640680491648,3.87311777864308
CG15452,3.63533748852952,3.58395066941887,3.60663502316803,3.66643614553099,3.50552772283911,3.73236253924045
CG15456,7.48007795405674,7.55069892971788,7.43799317953575,7.72778012421211,7.4666022553018,7.47515859851701
CG15458,6.69838726547269,6.63286365402954,6.67888696102862,6.72604320324432,6.40805094630036,6.59134836096382
CG15459,4.95392127835361,5.15558077928584,4.98878338870944,5.00586426658387,5.23508910571568,5.06271809814576
CG15461,4.62139295588326,4.43429825168882,4.57310709725257,4.52684259207338,4.46008970954639,4.4898203619411
CG15465,6.36847127034111,6.21333103615108,6.3611048796414,5.45983158142615,6.3815329796945,6.19957527957505
CG15468,4.28986144904598,4.3304151166527,4.30428163454607,4.57135719253009,4.19729641674586,4.39396429414803
CG15471,4.2651773157649,4.14188219338561,4.1369905858601,4.19402962159829,3.97863924929227,4.21699331861451
CG15472,4.48786092695033,4.11152302942482,4.04913996061834,4.30251956761962,4.20241246505713,4.31181602345938
CG15473,5.35041391334783,5.19581939975617,5.29513296454801,5.06027700444812,5.08643742784631,5.01279197765278
CG15475,4.04214111037715,4.01869735420965,4.3489463152827,4.5766721530289,4.22444097382896,3.98998879158815
CG15478,6.48666528537331,6.16643730199009,6.09583145293613,6.66736231143566,6.33046402386958,6.18644664492037
CG15480,9.7696870804564,10.1575047040594,9.78053761932077,10.0867734837005,10.2187798590271,9.9422127032995
CG15482,5.36940781645507,5.44837902764515,5.15134379125431,5.40309336640307,5.70367982999202,5.64115350525171
CG15483,4.2588454944151,4.21783560301853,4.15415733676049,4.47830097082887,4.35409665884721,4.12431542709569
CG15484,6.93845821620956,7.19101080552095,6.49613181313452,7.04984272387604,6.91870344620732,6.85125034265631
CG15485,5.40346147353868,5.36221449239601,5.43636570093723,5.46879586594166,5.27887948900197,5.29666034465196
CG15497,6.74847195514901,7.05854292838039,6.97931336415457,6.6283353122084,6.65820489896108,6.53747597328361
CG15498,4.40958837982855,4.25228785643931,4.29555691700989,4.3080044121033,4.10258949646289,4.39864975145224
CG1550,8.20912181173896,8.12911421612553,8.17467401256563,8.39634991726915,8.36803927544814,8.21726677644279
CG15506,8.92062173487109,9.12135358613107,8.5254817778825,9.11080809434413,8.71095163047415,8.87512731961161
CG15514,9.72916602681526,9.89085648928931,9.62776212951755,10.2317400088613,10.0217386908973,9.99642795042162
CG15515,9.58245188123459,9.06053635068007,9.87495796159403,8.88741398358543,9.31554448360001,9.34544005135909
CG15517,5.54436189817977,5.49624185797896,5.66408010034833,5.57884613264935,5.38875066357327,5.57110708837698
CG1552,4.60925956527865,4.391387029681,4.25997685800432,4.40120973436768,4.39240650597823,4.52166501523959
CG15522,4.69222678722351,4.57284790890442,4.65104086245634,4.83421411418693,4.62507428379731,4.6480726942548
CG15525,9.40411757192569,9.45365443195189,9.33164766115315,9.91810823270422,9.53911749758994,9.45286767401291
CG15526,5.95595672148598,5.86136327797607,5.90739125836462,6.39013722890072,6.20012971296316,6.26963574620308
CG15528,6.46921263303185,6.1204722144887,6.29020283423466,5.9509145422348,5.95987140561261,6.14775833918263
CG15529,4.54987238024979,4.61113609708286,4.59186725303302,4.54747150156842,4.52809641968876,4.33326190956215
CG15530,4.85684759824374,5.13668729142743,4.92459280453303,5.28667854959023,5.06521282987338,5.17021042023953
CG15531,5.83680738537106,5.52653163147595,5.99328374008914,6.22501343445344,5.83942140048618,5.89764379292884
CG15533,5.05396352642579,5.01210454049678,5.20142115333159,4.99039498348197,4.9503480502714,5.10674958512079
CG15534,5.34672563118082,5.37335874770157,5.27260469988138,5.23442847898138,4.78500039414996,5.2613987080422
CG15535,9.78744464406091,9.9474154800975,9.77767581551386,9.95236290685073,9.85048191712162,9.69640289772567
CG15536,7.99789801768206,8.14048978751148,7.97346621296588,8.58600631128384,8.20599805949401,8.11890247333092
CG15537,5.72732420132389,5.72641741901615,5.82914804576848,5.73412695289872,5.66279987023439,5.81056780298308
