"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CG6527",0.184719551880527,4.27286506763941,2.64475795562482,0.0306779713466131,0.17329890439504,-4.25373195645911
"CG43078",-0.39137065359169,6.99104190484026,-2.64443333850466,0.0306930931480059,0.173308281222556,-4.25423160289978
"Iyd",-0.30101872090035,6.27989264616301,-2.64368525243673,0.0307279708218641,0.173429152284383,-4.25538304002848
"Hayan",-0.348548685024279,7.79702496251787,-2.64312855994384,0.0307539516997638,0.173499725759316,-4.25623988194173
"CG30467",0.337869477353615,7.98692352848312,2.6413943497141,0.0308350323603199,0.173880949017415,-4.25890908225159
"dysf",0.187398889470122,4.92871954709885,2.64071790532201,0.0308667181898099,0.173983419428902,-4.25995021287641
"Gclm",0.258954470141091,6.83681310649003,2.63975642847299,0.0309118130777413,0.174161348605182,-4.26143002850481
"SP555",0.220399756001218,6.89366921307716,2.63935563821432,0.0309306308233777,0.174172169565443,-4.26204688237397
"Mmp1",-0.663426816610473,6.62484982521221,-2.63908369288832,0.0309434058018261,0.174172169565443,-4.26246543003945
"Sirt4",0.238133899058753,7.63905602690202,2.63885143638724,0.0309543206436022,0.174172169565443,-4.26282289200747
"CG9766",-0.20246152269529,6.35871631794218,-2.63855618990815,0.0309682014016484,0.174174148031814,-4.2632772992664
"Pdcd4",0.384105734128864,10.3710990751522,2.63748385916422,0.0310186699761759,0.174381815403183,-4.26492768537657
"CG11583",0.218561321831968,11.2279214694275,2.63673762580752,0.0310538408875514,0.174503338099667,-4.26607617336443
"CG33521",-0.555177832279163,8.61768172661632,-2.63626565196646,0.0310761067739745,0.174552268153642,-4.26680255749154
"Asph",-0.389686254440125,8.61567983308295,-2.63583557128631,0.0310964106002744,0.174590139584794,-4.26746446274741
"CG3770",0.275549579232962,9.73329067797204,2.63451581356154,0.0311588006911295,0.174864167435746,-4.26949558084272
"Hers",0.187647220282445,9.14018433724549,2.63364773572222,0.0311999082727911,0.175018570415648,-4.27083154067608
"inaD",-0.242196050339772,6.54254517398662,-2.632852216184,0.0312376288405406,0.175120131208708,-4.27205582077234
"CG31076",-0.208777108713099,7.07723231495051,-2.63269227366793,0.0312452183770703,0.175120131208708,-4.27230196581304
"CG8654",0.477724882625461,9.50263868362292,2.63193681125913,0.0312810919486464,0.175244898932495,-4.27346458464234
"CG34159",0.312595261317666,11.2414091118052,2.63130411366961,0.0313111685412549,0.175337096041807,-4.27443826541848
"CG4293",0.186419495831235,9.0829823175594,2.63087099909883,0.0313317746806863,0.175376203147459,-4.2751047959657
"iav",-0.229354573876445,4.73027594663879,-2.62819588728637,0.0314593568548991,0.175965361968159,-4.27922150223597
"CG32373",-0.44208432241166,4.99629639835239,-2.62809105941622,0.031464367193623,0.175965361968159,-4.2793828177987
"path",-0.288114670028095,11.0765633020404,-2.62689914102425,0.0315213936754102,0.17620773867878,-4.28121699813853
"Ctl1",-0.227047130552,11.1333407923421,-2.626548528663,0.031538188683735,0.176225104650349,-4.2817565310711
"Eip63F-1",-0.273986572288748,7.76900599352214,-2.62575900676958,0.0315760419848343,0.176256163801277,-4.28297146133847
"Hasp",-0.34522803834964,6.75109160266142,-2.62575614156717,0.0315761794407759,0.176256163801277,-4.28297587033744
"Ih",-0.365695809084165,7.44158185527039,-2.62557606354157,0.0315848197832489,0.176256163801277,-4.28325297563848
"DNApol-delta",0.42417504318219,7.56669093635812,2.62472014318791,0.0316259210177947,0.176378198499118,-4.28457006182651
"Smyd4-1",0.248250984004454,8.20109340086937,2.62426580330255,0.0316477607133967,0.176378198499118,-4.28526919119401
"Nf-YA",0.173478908347505,9.64099216290264,2.62426521029364,0.031647789228908,0.176378198499118,-4.28527010370152
"CG32407",-0.211890225629016,9.00373266778501,-2.62250171515634,0.0317327057956761,0.176774926185,-4.28798369117634
"dl",-0.251488330329829,7.79957970694897,-2.62101062310087,0.0318046881346564,0.177065887711445,-4.29027806107056
"CG31950",0.269984707793789,9.11364332305363,2.62085017897315,0.0318124435510775,0.177065887711445,-4.29052493621859
"CG11221",-0.20817719397496,4.22744469571002,-2.62028768863905,0.03183964809525,0.177108809042174,-4.29139043451023
"Atg16",0.197256497788047,9.69382382449557,2.62012193637567,0.0318476691729558,0.177108809042174,-4.29164547445047
"CG15772",0.206134129152376,4.31468600153341,2.6184433255221,0.0319290175040988,0.177484529942905,-4.29422828515036
"ppan",0.287735327398986,10.143786533613,2.61669795471918,0.0320138275002713,0.17787916065537,-4.29691374488451
"Cyp313a3",-0.285497098865326,4.78247572930072,-2.6138394198756,0.0321532277900237,0.178576641315256,-4.3013117779454
"CG7990",-0.211641131412176,7.56324963622053,-2.61320901085783,0.0321840543378457,0.17867076996353,-4.3022816738633
"CG16798",0.457656345861233,7.7871482734586,2.61212283963369,0.0322372385395575,0.178888883171665,-4.30395274475561
"CG7017",-0.405903217985115,8.84463413009453,-2.61105044792144,0.032289836564827,0.179103557059708,-4.30560258635753
"l(3)05822",-0.265690056476918,7.78656446867681,-2.60923257936904,0.0323791996554546,0.179481646856844,-4.3083992531824
"Tsp68C",0.331431210192539,5.98361881518073,2.60886656540129,0.0323972229178516,0.179481646856844,-4.30896233027905
"CG15820",-0.232530186098381,4.34803879849718,-2.60854558871172,0.0324130369302801,0.179481646856844,-4.30945611897663
"velo",0.208021293217131,9.332672087493,2.60853078607239,0.0324137664239678,0.179481646856844,-4.30947889120651
"CG7402",-0.253047863225382,5.43191242169424,-2.60645468278883,0.0325162466716047,0.179922002738277,-4.3126726897293
"mip130",0.228769085177801,7.9499587967538,2.60569450595741,0.0325538535178104,0.179922002738277,-4.3138420880371
"CG13324",0.227934500980816,3.71969665170516,2.6054574636283,0.0325655894103881,0.179922002738277,-4.31420673275822
"CG5895",-0.307781184666175,5.75995829772623,-2.60545332158273,0.0325657945203843,0.179922002738277,-4.31421310449716
"Cyp4d1",-0.308173751882625,7.38425419265594,-2.60523979832304,0.0325763697769642,0.179922002738277,-4.31454156825549
"Optix",0.283173172263668,8.3597612468739,2.60522411163275,0.032577146837263,0.179922002738277,-4.31456569911047
"CG14829",0.26487834402024,4.92011257758801,2.60447693473764,0.0326141812435312,0.180028447955991,-4.31571507447906
"l(2)03659",-0.195752271459452,7.27630765733857,-2.60427116752859,0.0326243878422656,0.180028447955991,-4.31603160161031
"CG11113",0.184172065724728,3.64606750220134,2.60363253862613,0.0326560864081706,0.180126159562463,-4.31701398287282
"pall",0.288158422547841,9.43088028777658,2.60269197328333,0.0327028292592771,0.180306733997402,-4.31846080225459
"CG7377",-0.280464181294025,6.62970949239084,-2.60081526875686,0.0327963002705593,0.180744678802731,-4.32134755877581
"CG3735",0.238016388817812,9.00232337461783,2.59843601538472,0.0329151953821385,0.181322304385816,-4.32500719517428
"Synj",-0.252609006900198,7.04571382694618,-2.59747907081421,0.0329631400521849,0.181508753221484,-4.32647906870323
"CG5220",0.209674267961136,10.5544785132793,2.59692574519215,0.032990895359337,0.181529442745512,-4.32733012501964
"CG3704",0.295063486032987,9.85114063434932,2.59646552149656,0.0330139988525015,0.181529442745512,-4.32803797677652
"CG1575",0.205652581688995,7.45520208372702,2.59636427597313,0.0330190836625628,0.181529442745512,-4.32819369765543
"CG13398",0.190824894421617,8.49226066202644,2.5962803494212,0.0330232992783898,0.181529442745512,-4.32832278082766
"Pebp1",-0.482634764768921,9.41374630837922,-2.59586958398172,0.033043939918525,0.181565378792612,-4.32895455532643
"a",0.220910519019409,9.09468802550814,2.59495457921782,0.03308996577161,0.181695343984364,-4.33036185318309
"CG3860",-0.223993755264315,9.14303524423829,-2.5948382971446,0.0330958196087722,0.181695343984364,-4.33054069584395
"CG6277",0.533612395604908,6.07811707013194,2.59446331396975,0.0331147041354741,0.181721526445053,-4.33111741991076
"pico",-0.342722046493856,7.99427838337393,-2.5934627401927,0.03316514813654,0.181920799791144,-4.33265628167552
"CG9171",-0.216529980397572,8.68982486160025,-2.5930368199845,0.033186644842633,0.181961186415697,-4.33331132902416
"CG12659",0.220338848804133,9.61266092973357,2.59233347501797,0.0332221747979291,0.182019599061399,-4.33439303198225
"CG9507",-0.180405615699839,4.6880157745082,-2.59226619758424,0.0332255754073549,0.182019599061399,-4.33449649991099
"CG5327",0.20857653200266,3.95878645172411,2.59177446804893,0.0332504412412234,0.182078341360915,-4.33525274093698
"Tsp96F",-0.355326256497067,10.2413827899753,-2.59072326919237,0.0333036624055844,0.182219341514265,-4.33686937665543
"CG10062",-0.202168835716763,6.08547936649363,-2.59070677356525,0.0333044982587436,0.182219341514265,-4.33689474496336
"CG14352",0.451268403079207,7.88302895848009,2.58996984823251,0.0333418611011205,0.182346270100181,-4.33802803972042
"CG32568",-0.237867057526594,4.30477681010535,-2.58968322168472,0.033356404957099,0.182348347098808,-4.33846882932438
"SpdS",0.257479244334894,8.14087616841428,2.58824394406315,0.0334295344377628,0.182670554478675,-4.34068218866592
"CG5773",0.274733734198074,8.36907596736748,2.58788554926737,0.0334477699725311,0.182692656184287,-4.34123332763057
"CG18766",-0.188902628806348,9.98642442841886,-2.58755460502815,0.033464617848232,0.182701270309944,-4.34174224958664
"CG32073",0.175364194667669,8.20902896730265,2.58692189243149,0.0334968525202658,0.182701270309944,-4.34271521757427
"Rbbp5",0.202420067640359,8.43689586635201,2.58691483946523,0.0334972120255532,0.182701270309944,-4.34272606336001
"CG17278",0.178469360531755,8.69527320679451,2.58668858672138,0.0335087467271476,0.182701270309944,-4.34307398546721
"CG16734",0.334968462608764,7.89782983165555,2.58646196098597,0.033520304526339,0.182701270309944,-4.34342247951731
"Rab1",-0.175443507709964,11.4160804606488,-2.5856843088251,0.033559995478174,0.182840195423619,-4.34461830281631
"CG7509",0.273572492519524,4.20022997557554,2.58503036362083,0.0335934097817,0.182921877231634,-4.3456238825802
"CG33307",-0.460379448782957,6.02087297610332,-2.58483487299034,0.033603405286066,0.182921877231634,-4.34592448831596
"Smyd4-4",0.203441064942913,9.06173795398508,2.58402152432662,0.0336450248254611,0.183071026882074,-4.34717516047129
"CG9890",0.259983376205593,8.69348024978516,2.58336408994397,0.0336787047491105,0.1831768673173,-4.34818607028584
"CG4360",-0.356350240800497,9.94706204736642,-2.582710588676,0.0337122174284396,0.183237847677106,-4.34919091837035
"Brd8",0.278308101661281,8.54853559553194,2.58259043422218,0.0337183828761119,0.183237847677106,-4.34937567085138
"CG1578",0.394210809840593,7.85215007853718,2.58159474989305,0.0337695185985885,0.183438304826257,-4.3509066416498
"AP-1gamma",-0.237663270890267,7.82553599848471,-2.58097685015639,0.033801292257307,0.183533461206483,-4.35185671193654
"Src64B",-0.274708866259253,10.043111732428,-2.58021364346693,0.0338405801886791,0.183669320973463,-4.35303018581877
"Mlh1",0.266291869287028,7.62638178989005,2.57899272273936,0.0339035273996736,0.183912093822233,-4.35490738076786
"DCTN1-p150",0.263499944259007,7.92339212693104,2.57870493361563,0.033918382456093,0.183912093822233,-4.35534985617496
"CG31028",-0.244045999435064,7.13403049544806,-2.57851544548196,0.0339281670675628,0.183912093822233,-4.35564119241284
"CG1971",0.370530943326401,7.19865224709639,2.57784286582724,0.0339629204649296,0.184022995818815,-4.35667526756221
"CG13887",0.188483120059233,11.1655487511253,2.57653091729842,0.0340308161970943,0.184087117024871,-4.35869231285798
"CG4580",0.227831812443383,3.43140842569588,2.57638047859762,0.0340386105564167,0.184087117024871,-4.3589235999392
"CG5445",0.173398951070688,9.66159436355185,2.57606546314607,0.0340549377046051,0.184087117024871,-4.35940790767193
"CG16758",-0.236642319073964,7.48597145435991,-2.57586143075719,0.0340655169176739,0.184087117024871,-4.35972158717625
"CG18478",0.221201403553989,4.12813074463273,2.57561721599636,0.0340781840397808,0.184087117024871,-4.36009704119722
"por",0.212735591607834,7.8695689388919,2.57559903994806,0.034079127002167,0.184087117024871,-4.36012498484131
"Mal-A2",-0.414356592369157,7.85538213404477,-2.57553770583716,0.0340823091760068,0.184087117024871,-4.36021927910203
"CG6836",-0.216705967769386,8.3470150341489,-2.57517493072754,0.0341011371216332,0.184087117024871,-4.36077700216036
"CG7778",-0.453045740724505,6.75947930835314,-2.57513044218692,0.0341034468000867,0.184087117024871,-4.36084539762278
"Flo2",0.187193564801802,9.63122057271529,2.57376778949283,0.0341742683016005,0.184346479058077,-4.36294026923982
"CG30480",-0.35332905889734,6.54624606435687,-2.57365505870915,0.034180134030731,0.184346479058077,-4.36311357280681
"CG13793",0.179669042417494,3.80355594032824,2.57028833734005,0.0343557909829589,0.185216270148498,-4.36828910286782
"CG18343",0.378631189355103,8.78426805778277,2.56908013639948,0.0344190534272017,0.185377841257579,-4.37014632482065
"CG13454",0.564065723696521,9.38697397661889,2.56890747809084,0.0344281037017517,0.185377841257579,-4.37041172737305
"CG31516",-0.186455394039211,4.71274425466854,-2.56889116296578,0.0344289590218169,0.185377841257579,-4.37043680619057
"CG43074",-0.223072152944197,3.77605878379605,-2.56823468864332,0.0344633927309531,0.185417256359878,-4.37144589862661
"Tpc1",0.285807039656467,10.387724592435,2.56820245759929,0.0344650842371592,0.185417256359878,-4.37149544182638
"key",0.206126771115766,10.5505065758914,2.56737639925601,0.0345084653376255,0.185573092212444,-4.37276518529721
"CG4020",0.348073612432339,5.48213591818877,2.56611209593203,0.0345749695081629,0.185782365675174,-4.37470851167974
"Taf10b",0.253169941454482,10.05467114063,2.56608791625491,0.0345762426718749,0.185782365675174,-4.37474567703385
"Gdap1",0.341495622766614,6.09252746723313,2.56266097122801,0.0347571723261,0.186676610982983,-4.38001284060969
"CG3631",0.252022990350488,8.22348178451477,2.56117594586684,0.034835876703095,0.187021299697934,-4.38229516553863
"CG12054",0.258194945984965,9.11241191747118,2.55973599604257,0.0349123663189594,0.187343067482734,-4.38450813397533
"CG14977",0.399141172002336,9.85508843942055,2.55941277673129,0.0349295592195693,0.187343067482734,-4.38500485849993
"Cyp6d5",0.219811103219063,10.6621679894895,2.55905450929974,0.0349486265483821,0.187343067482734,-4.38555544038807
"CG12128",0.188045685054023,8.80744460338126,2.55850832939289,0.034977715253545,0.187343067482734,-4.38639479478589
"Cpr92A",-0.199456732143266,5.3238963910136,-2.55836931058982,0.0349851231367616,0.187343067482734,-4.38660843324929
"Mur29B",-0.1879049221897,7.49841796222572,-2.55797542849714,0.0350061206177808,0.187343067482734,-4.38721373121382
"pen-2",0.355069530342773,9.42910879300061,2.55795635157014,0.0350071379180195,0.187343067482734,-4.38724304751172
"CG13016",0.229097650254209,8.47580767876395,2.55771292022432,0.0350201218455296,0.187343067482734,-4.38761713722349
"CG15528",-0.273781131575054,6.15640532813087,-2.55743130299832,0.0350351486456879,0.187343067482734,-4.38804990567026
"CG34446",-0.295335195049352,8.6785666079421,-2.55692202692472,0.0350623398387718,0.187343067482734,-4.38883251546624
"CG42321",-0.238448653216248,6.61444378526681,-2.55677869125121,0.0350699966890476,0.187343067482734,-4.38905277904358
"CG14949",-0.626878821157725,6.20105542813182,-2.55650455171838,0.0350846457178043,0.187343067482734,-4.38947404634575
"CG4768",0.241282836675611,10.1650847083641,2.55602197918101,0.0351104478671906,0.187343067482734,-4.39021560325218
"AstC-R2",-0.189243718435165,4.87828264014618,-2.55597833300227,0.0351127824946984,0.187343067482734,-4.39028267276945
"CG7011",0.197989362760122,9.71605380448487,2.55577150534738,0.0351238478344587,0.187343067482734,-4.39060049638646
"elB",-0.218666897214554,7.38378518431762,-2.55568187561805,0.0351286441590275,0.187343067482734,-4.39073822620967
"CG11537",-0.261075820179412,9.38221410053795,-2.5552369199885,0.0351524648371743,0.187354463515233,-4.39142196406512
"Capr",-0.214025919773569,10.8775943452775,-2.55509834358615,0.0351598868924035,0.187354463515233,-4.39163490489305
"Gapdh1",-0.265990260929104,10.4687378115588,-2.55409158691308,0.0352138562294325,0.187564412535256,-4.39318189574505
"CG14219",-0.382730939519807,4.93825616289003,-2.55364639930376,0.0352377484756791,0.187614050403595,-4.39386596192724
"Peritrophin-A",-0.269368388718924,9.79011278368427,-2.55063890623342,0.0353995890382015,0.188397812847377,-4.39848700546427
"CG12950",-0.372703145974853,6.64431517764807,-2.55002763569801,0.0354325758558354,0.188491217654139,-4.39942618395465
"Pop2",0.189783948760137,10.3115248271164,2.54977122803234,0.0354464220864278,0.188491217654139,-4.39982013355504
"fsd",0.227480213222247,8.25333321463291,2.54868447487829,0.0355051691296089,0.188646400499031,-4.40148981173819
"yellow-e",-0.239828732380117,6.60752117638581,-2.54847870294625,0.0355163038302887,0.188646400499031,-4.40180595248284
"trol",-0.393012840848548,6.42462595851713,-2.54802934409005,0.0355406318858955,0.188646400499031,-4.40249632550701
"CG34253",0.235626217070099,8.36949957689777,2.54768246713701,0.0355594232780077,0.188646400499031,-4.40302924461281
"CG16732",-0.350801759591766,4.8813793152605,-2.54763442309076,0.03556202677276,0.188646400499031,-4.40310305595528
"Xpd",0.459611708207441,7.95814759977951,2.54760678672449,0.0355635244687859,0.188646400499031,-4.40314551439432
"FRG1",0.200681064801017,9.88232011772664,2.54682935555365,0.0356056821886898,0.188792237437064,-4.40433988827559
"CG7272",0.315042949028696,9.90919489097655,2.54585700163089,0.035658481905298,0.188994358192181,-4.40583368804653
"CG11671",-0.408229799306401,4.95762250198914,-2.54526308312366,0.0356907716037997,0.189061902678403,-4.40674608869474
"Ccm3",-0.16872177342214,9.3944185222785,-2.54508246985874,0.0357005969715082,0.189061902678403,-4.40702355085213
"CG42535",0.239264201883413,3.79822591696204,2.54353786285749,0.0357847366718643,0.189381249118192,-4.40939635446461
"CG10984",0.167709686568484,9.91172427221229,2.5432372897224,0.0358011334033162,0.189381249118192,-4.40985807891642
"CG43102",-0.44761100266618,5.23715733403308,-2.54316587491412,0.0358050303210875,0.189381249118192,-4.40996778197722
"NimC1",0.265295382577694,6.52785098922426,2.54280583292055,0.0358246834678198,0.189395372041958,-4.41052085314979
"Ser",-0.223494712162092,8.08916467566955,-2.54257804051596,0.0358371233722394,0.189395372041958,-4.41087076894702
"hyx",0.177528071657234,10.4902453436231,2.54131396276704,0.0359062358335886,0.189682757538621,-4.41281249985071
"CG6066",0.269986414071589,9.25625444059931,2.54047064570476,0.0359524192798043,0.189810589415891,-4.41410786823456
"CG7646",-0.209888024066675,9.8491422539899,-2.54027598192297,0.0359630884761684,0.189810589415891,-4.41440687512987
"achi",0.216665058251916,5.60560951751305,2.53997566888544,0.0359795544788221,0.189810589415891,-4.4148681578582
"cue",0.233033931353567,10.2654547659351,2.53979600949445,0.0359894087901344,0.189810589415891,-4.41514411394526
"sba",-0.274082728151525,8.77245269499492,-2.53881789727905,0.0360431066179963,0.190015951924686,-4.41664646558847
"Pldn",0.251952297359672,8.19650621885233,2.53809938700079,0.0360826045999206,0.190121178200846,-4.41775004958626
"unc-45",-0.182122822112449,8.27005690902239,-2.53791764918829,0.0360926021067942,0.190121178200846,-4.41802918318282
"CG5849",-0.168742532928805,6.94641972866051,-2.53724557265675,0.0361295980383092,0.190238218873289,-4.4190614220869
"stau",0.388815840850105,9.22819718055848,2.5359022224713,0.0362036618803799,0.190417437445735,-4.42112460681715
"CG13796",0.329332916029252,7.58559073758218,2.53569850816729,0.0362149069387452,0.190417437445735,-4.42143747447591
"Rtca",0.210952998581604,8.3343451349392,2.53545591845006,0.0362283025806789,0.190417437445735,-4.42181004519497
"wtrw",-0.411043691221722,5.76976785408403,-2.53535229567473,0.0362340261040076,0.190417437445735,-4.42196918886338
"sle",0.2394121444701,9.84855650801994,2.53502417048531,0.0362521559385164,0.190417437445735,-4.42247311975927
"CG32195",-0.334555045171035,8.51400322279985,-2.53500107958676,0.0362534321242494,0.190417437445735,-4.4225085823144
"dor",0.183867195036825,8.7936730377808,2.5347525493074,0.0362671707796289,0.190417437445735,-4.42289026879499
"CG13123",0.216694226225028,8.65815703026836,2.53424727893437,0.0362951183276249,0.1904864873012,-4.4236662416313
"CG17294",0.212731610638303,7.55889665545321,2.53382767074974,0.036318344445596,0.190530711651427,-4.42431064937673
"Su(z)2",0.199940971611186,7.51312330516064,2.53267265887584,0.0363823550188678,0.190721049457314,-4.42608440257862
"mus201",0.281082876100536,8.95735844725273,2.53263840916042,0.0363842548910334,0.190721049457314,-4.42613699898727
"Osi24",0.51429265510302,7.88407086228578,2.53203046734226,0.0364179950115115,0.190820214805942,-4.42707059075363
"eas",-0.215927012902865,9.9973960751592,-2.53135224729526,0.0364556732158223,0.190939925541292,-4.42811208608489
"rempA",0.210506303202678,5.66487991980032,2.5290925291497,0.0365814983995776,0.191521029034633,-4.4315820256638
"Nna1",-0.37774611347368,4.21569394645684,-2.52869982599422,0.0366034100155672,0.191557845748135,-4.43218502204914
"CDK2AP1",0.224760276114832,11.1010897522317,2.52823775537717,0.0366292092850831,0.191614969661179,-4.43289452312035
"sro",0.534308343671302,6.26533101288505,2.52787365808174,0.0366495513888887,0.191643511202499,-4.43345358092671
"Oli",0.223887507929575,9.73353675266529,2.52759979637934,0.0366648596348177,0.191645717798881,-4.43387408127277
"tilB",0.254048213383173,5.78934451448533,2.52703329891173,0.0366965462800626,0.191733497081788,-4.43474389742833
"CG17493",0.183219135203068,13.029669307935,2.52599502071267,0.036754694264896,0.191906100684323,-4.43633805990618
"Meics",0.263260720415827,8.68462063433577,2.52591116828182,0.0367593944607379,0.191906100684323,-4.43646680391703
"eIF2Balpha",0.193287136816055,9.17162740185698,2.52436457786869,0.0368461959100383,0.192103903235472,-4.43884132365345
"CG42324",-0.177199345455167,4.81341959727247,-2.52430236949473,0.0368496916920236,0.192103903235472,-4.43893683138336
"CSN3",0.281836500595526,9.90069518803065,2.52419891807339,0.0368555058651675,0.192103903235472,-4.43909565863451
"Elp1",0.23552707231859,8.51027809821944,2.52417285665943,0.0368569707155209,0.192103903235472,-4.43913567021071
"CG42335",-0.177697438409249,5.61920162782794,-2.5230920719219,0.0369177714392455,0.192249778647233,-4.44079494921347
"Odj",0.325304665483557,10.0786172511623,2.52303909387099,0.0369207544084833,0.192249778647233,-4.44087628253742
"CG31705",0.212532090660936,9.84948672111598,2.5228792176354,0.0369297578526182,0.192249778647233,-4.44112172800449
"mle",0.185537084243444,8.57042780427603,2.52230053197784,0.0369623653283761,0.19232541093674,-4.44201012852769
"pgant6",-0.197069311592069,10.2326040633042,-2.52209126253734,0.0369741643675961,0.19232541093674,-4.44233139584022
"CG10710",0.306651640290023,7.39882699572527,2.52070645160512,0.0370523397999094,0.192654209444278,-4.44445728356501
"sut1",0.196114822819229,8.97771760397194,2.51957842285459,0.0371161440209111,0.192908049303678,-4.44618890424447
"RpII18",0.188912078287865,11.1229580567295,2.5179636388226,0.037207675589219,0.193305736697178,-4.44866762769249
"CG3092",0.230897728900907,5.25404000963093,2.51717854235412,0.0372522607763675,0.193446931252588,-4.44987271899531
"CG6472",-0.287186553141952,5.73503610000706,-2.51695606243221,0.0372649051970187,0.193446931252588,-4.45021421113127
"conv",-0.251222272689176,8.51904343484506,-2.51636874225998,0.0372983059881911,0.193538033195045,-4.45111569741438
"CG9669",0.2925049662494,11.2572124440948,2.51594099124468,0.0373226513350529,0.193538033195045,-4.45177224789157
"CG32803",0.305488641840686,9.40994236699108,2.51550483559408,0.0373474917251116,0.193538033195045,-4.45244168917166
"CG6733",-0.220035919234512,8.84015573015243,-2.51541327368752,0.0373527085959816,0.193538033195045,-4.45258222339197
"CG4409",-0.208049294094657,7.69047154289689,-2.51528952014785,0.0373597608129018,0.193538033195045,-4.45277216642546
"gdl-ORF39",0.311398173892627,8.54946875994035,2.51506332585989,0.0373726542273483,0.193538033195045,-4.45311933859142
"Scgbeta",-0.226559157586627,6.99829083997964,-2.51439556308938,0.0374107442002759,0.193562679360297,-4.45414423302631
"CG13247",0.274788178352387,7.62893409186083,2.5142653170244,0.0374181782037115,0.193562679360297,-4.45434413444689
"TBCB",0.264047191451366,10.4692334611808,2.51418927804641,0.0374225189473186,0.193562679360297,-4.45446083853619
"CG13488",0.206997420397811,4.93316516528511,2.51259161381656,0.037513841728686,0.193957107797231,-4.45691285499193
"Hug",-0.167804196957944,5.74029901095261,-2.51231850605092,0.0375294753571887,0.193960042452207,-4.45733199443523
"Cpr78Ca",-0.168865894011053,5.21112367906896,-2.51139509421354,0.0375823838707812,0.194155541714461,-4.45874912973892
"bip2",0.168996229903934,11.3041057383329,2.50965996526806,0.0376820070422295,0.194550489061519,-4.46141186764393
"Spase12",0.192308928759834,11.6410562826741,2.50953735416205,0.0376890569923433,0.194550489061519,-4.46160002143978
"Su(var)2-HP2",0.288180659948528,7.71489730490931,2.50826268623489,0.0377624281724369,0.194851102321424,-4.46355602675155
"CG6674",0.249920057954718,8.28367367882778,2.50745265539171,0.0378091300520629,0.195003232025386,-4.46479899274412
"CG9737",-0.292592490687033,7.09204995646553,-2.50722605263917,0.0378222052483602,0.195003232025386,-4.46514670119261
"CG11781",0.266606340017946,9.71232848071318,2.50465607589619,0.0379708184476295,0.195661895751434,-4.46908998964841
"CG34282",-0.271698607882629,6.04880335672719,-2.5044339928239,0.037983688688127,0.195661895751434,-4.46943073036245
"VhaAC45",-0.178452538357829,11.35958888841,-2.50405541805769,0.0380056382470422,0.195661895751434,-4.47001156932386
"Acp65Aa",-0.363751901522066,6.66184024130704,-2.50396727742556,0.0380107504485271,0.195661895751434,-4.47014680047395
"CG12010",0.234851813174291,7.4893459708057,2.50361976154019,0.0380309133786944,0.195687441581659,-4.47067997816998
"Ppcdc",0.25001002192297,9.55853636248241,2.50305646096416,0.0380636193375795,0.195731478458148,-4.47154421080593
"CG7265",0.204156836132228,10.0955488199961,2.50294870618755,0.0380698789854904,0.195731478458148,-4.47170952949252
"CG9269",-0.431873051687443,8.54350119512045,-2.50212391592222,0.0381178271469236,0.195899763149499,-4.47297491222497
"CG14079",0.317977424686648,5.2256357223407,2.50167639909535,0.0381438687417784,0.195926758432547,-4.4736614716321
"CG13110",0.211549002373086,3.72533775387525,2.50136824555107,0.0381618111460571,0.195926758432547,-4.47413422016306
"CG31475",-0.1828753134278,7.41447472845948,-2.50114662637289,0.0381747203590038,0.195926758432547,-4.47447421031373
"CG12268",-0.23050600922524,6.86989107495347,-2.5009881370314,0.0381839550184294,0.195926758432547,-4.47471735017561
"scat",0.188027613321736,8.75901023393689,2.49957396673142,0.0382664549985859,0.196126531466799,-4.47688678106173
"CG7378",-0.331785143097494,6.63578369206918,-2.49956771609897,0.0382668200514802,0.196126531466799,-4.47689636970595
"CG9107",0.22156423058648,9.22053890304066,2.49900741140591,0.0382995576993304,0.196126531466799,-4.47775588409929
"rdo",0.163964939326976,6.0109320873709,2.49883330314889,0.0383097363598193,0.196126531466799,-4.47802296486845
"UK114",-0.301911560205923,9.1189257293451,-2.49828957403367,0.0383415414271231,0.196126531466799,-4.47885703066459
"Ssu72",0.200592759478166,8.80977542465164,2.49801494251432,0.0383576160394109,0.196126531466799,-4.47927830188454
"tsu",0.220293639548668,12.0174432221656,2.49792929337549,0.0383626306222557,0.196126531466799,-4.47940968260178
"CG43896",-0.253483794636891,5.81923456801348,-2.49782342069508,0.0383688301756536,0.196126531466799,-4.47957208448295
"RpI135",0.190064525203919,8.92283138220633,2.49776774334328,0.0383720908665455,0.196126531466799,-4.47965748971331
"CG11409",-0.201449487462619,7.85041902784775,-2.49771411734157,0.0383752316890528,0.196126531466799,-4.47973974815349
"CR31958",-0.186368156555103,3.62599357247991,-2.4972019991862,0.0384052391492113,0.196142196571684,-4.48052529274594
"CG15065",-0.591325693996949,7.68294331150324,-2.49714180356012,0.0384087678699095,0.196142196571684,-4.48061762664384
"CG1942",0.295810525325,7.82852972830677,2.49668760957089,0.0384354037756499,0.196200391834939,-4.4813143070911
"fd19B",0.189381107021643,5.38842971705428,2.49584817199358,0.0384846815875563,0.196374074814982,-4.48260187628612
"CG7768",0.312214932406956,5.09312263865078,2.49558545675293,0.0385001170794193,0.196375002884486,-4.48300483341092
